outcome,member_id,regime,channel,sample_count,signed_mean_robust_scaled_gradient,mean_absolute_robust_scaled_gradient,signs_retained,estimand,gradient_identity
member_residual,2864601_0.371,unstable,2,97,0.00224866665135696,0.008857126775225849,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.371,unstable,3,97,-0.008112274046394816,0.01538758103035429,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.371,unstable,4,97,-0.005061691862799282,0.015789962472671674,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.371,unstable,5,97,0.004754367625300961,0.011585408098244116,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.371,unstable,6,97,0.005048057233463133,0.011615139094146456,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,0,128,-0.00019786723319639674,0.0034021086817904787,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,1,128,0.006523014866291139,0.01160627476486549,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,2,128,0.0032742427148873855,0.005870542412591088,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,3,128,0.0030662208401009035,0.009979432450510714,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,4,128,-0.004637477805487545,0.008468648295601604,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,5,128,-0.0033915819716243273,0.007607391325747628,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,all,6,128,0.002579650849004208,0.0065828444679106824,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,0,31,7.382754577925413e-06,0.0006718377589689803,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,1,31,0.0020381573873637193,0.002843557280325404,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,2,31,0.0008394763252779885,0.0013483188265128415,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,3,31,0.0009708536962843635,0.002252609038167111,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,4,31,-0.0009637048916227519,0.001866741932347996,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,5,31,-0.0005321957719178424,0.0016633246029798723,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,stable_or_near_floor,6,31,0.00022301214345604606,0.0012994342429326338,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,0,97,-0.00026346259011396356,0.004274669492176731,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,1,97,0.007956319833783407,0.014406730868172114,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,2,97,0.004052363932185233,0.007315789125667642,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,3,97,0.003735874257196911,0.01244882962352774,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,4,97,-0.005811570180021655,0.010578535896229046,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,5,97,-0.004305406427200627,0.009507041515498148,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.409,unstable,6,97,0.003332803425004136,0.008271357014037688,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,0,128,-0.00038217372964609986,0.004025072412250908,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,1,128,0.0062503564151528785,0.012560243409817063,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,2,128,0.002351248284079926,0.006302382254673358,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,3,128,-0.00627588823815266,0.011427662413397113,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,4,128,-0.0036035745751030403,0.0067404144964022875,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,5,128,0.002475106016235997,0.006596907327530748,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,all,6,128,0.0029072758647223705,0.006202337183500895,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,0,31,0.00010838869259440905,0.000901189911123615,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,1,31,0.0025117344908340334,0.0031011656009761203,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,2,31,0.0008178612519719977,0.0014142599053171062,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,3,31,-0.0024627119464230747,0.0030473439313986354,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,4,31,-0.0006179874756499158,0.0013814425153496894,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,5,31,0.0009107543980524884,0.0016075510055556716,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,stable_or_near_floor,6,31,-0.00013507183268926675,0.0012306428394968838,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,0,97,-0.0005389514109806954,0.005023426613642105,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,1,97,0.0074451737311723035,0.015583247658003346,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,2,97,0.0028412998098051407,0.007864565685910924,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,3,97,-0.007494532207674486,0.01410590852620075,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,4,97,-0.004557731276990121,0.008453075644986107,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,5,97,0.002975053440603922,0.008191443884038247,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.386,unstable,6,97,0.003879572551524028,0.007791229190347536,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,0,128,-0.00042076395018567905,0.0036898468729392765,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,1,128,0.006264433209506911,0.012218721025560007,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,2,128,0.0019363455822793973,0.004659315133081672,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,3,128,-0.002261038657190496,0.010276943894677653,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,4,128,-0.005347593013604016,0.010890636653823582,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,5,128,0.0018744122489247215,0.006996556723758461,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,all,6,128,0.0031321232797940943,0.006393287894998154,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,0,31,2.238332678843839e-05,0.0005603461887450835,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,1,31,0.001896631738984533,0.002423049975811166,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,2,31,0.0006108511921998662,0.0008203467407705215,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,3,31,-0.0004155640843118438,0.0019863846464986483,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,4,31,-0.000964440606636937,0.00179068865059293,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,5,31,0.0001656742449704816,0.001139113288838057,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,stable_or_near_floor,6,31,-0.00010574196127807948,0.0010925343453671655,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,0,97,-0.0005623883376722526,0.004689996576135358,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,1,97,0.007660328524828494,0.015349296309500361,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,2,97,0.0023599571914800724,0.005886201938871833,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,3,97,-0.0028508295000692404,0.012926504066776097,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,4,97,-0.0067483942983048335,0.013798867458979775,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,5,97,0.0024205037759616435,0.00886852318234127,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.355,unstable,6,97,0.004166904954775922,0.008087343153127646,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,0,128,-0.0003070077790331774,0.003602452552589058,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,1,128,0.005734432003488045,0.011183879003804117,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,2,128,0.002214769305651502,0.005292424763141553,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,3,128,0.0014064480426357912,0.00949654771826438,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,4,128,-0.005201939993523491,0.00834306006085458,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,5,128,-0.0010945671410803287,0.005525635606971539,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,all,6,128,0.002752094507998159,0.005151007956627964,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,0,31,0.0001354892958817409,0.0006577175298681522,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,1,31,0.0016990452273089453,0.0022711624205656996,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,2,31,0.0005653344665935074,0.0009040503271281674,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,3,31,0.0005467879765196361,0.0019533935770455623,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,4,31,-0.0009164975496004616,0.0014750578687246997,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,5,31,-0.00038939640748070247,0.0010376735416233263,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,stable_or_near_floor,6,31,3.238549580863449e-05,0.0007971293474047105,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,0,97,-0.0004484243699853678,0.004543553436139037,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,1,97,0.007024091694844252,0.014032272963395778,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,2,97,0.002741908274834985,0.006694894943723149,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,3,97,0.0016811847647966243,0.011907246464427094,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,4,97,-0.006571514382818479,0.010537988596483716,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,5,97,-0.0013199309837771164,0.006959932761876638,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.449,unstable,6,97,0.0036212798624092437,0.006542453697719933,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,0,128,-0.00035011020794864744,0.004126708809732179,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,1,128,0.0062434966094288115,0.013138298579704917,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,2,128,0.002113995260405606,0.004863563215822909,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,3,128,0.0010516290825000995,0.010397838369113307,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,4,128,-0.004315237229534672,0.008190467519585689,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,5,128,-0.0003477447383832628,0.007467366072185233,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,all,6,128,0.0027254095344010944,0.007111753170306167,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,0,31,0.00010608594610723159,0.0006074733308858528,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,1,31,0.0013563511198854074,0.001891721302964031,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,2,31,0.00026698018719562266,0.0007175656467060698,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,3,31,9.087923601455331e-05,0.0017151955560477075,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,4,31,-0.000607339816021356,0.001290563276746937,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,5,31,-0.00010091988159903942,0.0011754935130535423,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,stable_or_near_floor,6,31,0.00023073678601284655,0.0011232885400598875,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
member_residual,2864601_0.340,unstable,0,97,-0.0004959048551211447,0.005251412931837705,True,"native max(log Q, -2)",d(member residual)/dX = d(member native prediction)/dX
