member_id,filter_index,channel_index,channel_name,kernel_position,signed_weight
2864601_0.437,1,0,bmag,9,0.40579521656036377
2864601_0.437,1,0,bmag,10,0.323581725358963
2864601_0.437,1,0,bmag,11,0.17793008685112
2864601_0.437,1,0,bmag,12,0.13062842190265656
2864601_0.437,1,1,gbdrift,0,0.20904581248760223
2864601_0.437,1,1,gbdrift,1,-0.16691896319389343
2864601_0.437,1,1,gbdrift,2,-0.2488834410905838
2864601_0.437,1,1,gbdrift,3,-0.4057996869087219
2864601_0.437,1,1,gbdrift,4,-0.7858272194862366
2864601_0.437,1,1,gbdrift,5,-0.8634341955184937
2864601_0.437,1,1,gbdrift,6,-0.9152941703796387
2864601_0.437,1,1,gbdrift,7,-0.7380738854408264
2864601_0.437,1,1,gbdrift,8,-0.36859649419784546
2864601_0.437,1,1,gbdrift,9,-0.07690223306417465
2864601_0.437,1,1,gbdrift,10,-0.288882315158844
2864601_0.437,1,1,gbdrift,11,-0.27279818058013916
2864601_0.437,1,1,gbdrift,12,-0.3143559992313385
2864601_0.437,1,2,cvdrift,0,0.6343199014663696
2864601_0.437,1,2,cvdrift,1,0.18408212065696716
2864601_0.437,1,2,cvdrift,2,0.2390778809785843
2864601_0.437,1,2,cvdrift,3,0.06581603735685349
2864601_0.437,1,2,cvdrift,4,-0.056296415627002716
2864601_0.437,1,2,cvdrift,5,-0.20677198469638824
2864601_0.437,1,2,cvdrift,6,-0.36823269724845886
2864601_0.437,1,2,cvdrift,7,-0.4446973502635956
2864601_0.437,1,2,cvdrift,8,-0.20324887335300446
2864601_0.437,1,2,cvdrift,9,-0.010082121007144451
2864601_0.437,1,2,cvdrift,10,-0.07076668739318848
2864601_0.437,1,2,cvdrift,11,0.015312169678509235
2864601_0.437,1,2,cvdrift,12,-0.08601821213960648
2864601_0.437,1,3,gbdrift0_over_shat,0,-0.11312174797058105
2864601_0.437,1,3,gbdrift0_over_shat,1,-0.3064514696598053
2864601_0.437,1,3,gbdrift0_over_shat,2,-0.394112229347229
2864601_0.437,1,3,gbdrift0_over_shat,3,-0.424091100692749
2864601_0.437,1,3,gbdrift0_over_shat,4,-0.29738298058509827
2864601_0.437,1,3,gbdrift0_over_shat,5,-0.45607444643974304
2864601_0.437,1,3,gbdrift0_over_shat,6,-0.3506705164909363
2864601_0.437,1,3,gbdrift0_over_shat,7,-0.18953266739845276
2864601_0.437,1,3,gbdrift0_over_shat,8,-0.2289741486310959
2864601_0.437,1,3,gbdrift0_over_shat,9,-0.1679048240184784
2864601_0.437,1,3,gbdrift0_over_shat,10,-0.18365618586540222
2864601_0.437,1,3,gbdrift0_over_shat,11,0.05571502447128296
2864601_0.437,1,3,gbdrift0_over_shat,12,-0.1179945096373558
2864601_0.437,1,4,gds2,0,-0.010427878238260746
2864601_0.437,1,4,gds2,1,-0.07972501218318939
2864601_0.437,1,4,gds2,2,-0.04422128200531006
2864601_0.437,1,4,gds2,3,0.025167856365442276
2864601_0.437,1,4,gds2,4,0.0655992329120636
2864601_0.437,1,4,gds2,5,-0.027862824499607086
2864601_0.437,1,4,gds2,6,0.057933829724788666
2864601_0.437,1,4,gds2,7,-0.02933517098426819
2864601_0.437,1,4,gds2,8,0.032494984567165375
2864601_0.437,1,4,gds2,9,0.06505569070577621
2864601_0.437,1,4,gds2,10,0.036612413823604584
2864601_0.437,1,4,gds2,11,0.02441566064953804
2864601_0.437,1,4,gds2,12,0.09314342588186264
2864601_0.437,1,5,gds21_over_shat,0,0.03939534351229668
2864601_0.437,1,5,gds21_over_shat,1,-0.03069831058382988
2864601_0.437,1,5,gds21_over_shat,2,0.02137499302625656
2864601_0.437,1,5,gds21_over_shat,3,0.11599935591220856
2864601_0.437,1,5,gds21_over_shat,4,0.13124239444732666
2864601_0.437,1,5,gds21_over_shat,5,-0.007686436176300049
2864601_0.437,1,5,gds21_over_shat,6,-0.05464133992791176
2864601_0.437,1,5,gds21_over_shat,7,0.071558378636837
2864601_0.437,1,5,gds21_over_shat,8,0.07053881138563156
2864601_0.437,1,5,gds21_over_shat,9,-0.03897792473435402
2864601_0.437,1,5,gds21_over_shat,10,-0.10084909945726395
2864601_0.437,1,5,gds21_over_shat,11,0.08641999214887619
2864601_0.437,1,5,gds21_over_shat,12,-0.053545352071523666
2864601_0.437,1,6,gds22_over_shat_squared,0,0.12931230664253235
2864601_0.437,1,6,gds22_over_shat_squared,1,0.059287186712026596
2864601_0.437,1,6,gds22_over_shat_squared,2,0.01072618830949068
2864601_0.437,1,6,gds22_over_shat_squared,3,-0.0031403687316924334
2864601_0.437,1,6,gds22_over_shat_squared,4,0.021266410127282143
2864601_0.437,1,6,gds22_over_shat_squared,5,0.01981225423514843
2864601_0.437,1,6,gds22_over_shat_squared,6,0.05124823749065399
2864601_0.437,1,6,gds22_over_shat_squared,7,-0.05246653035283089
2864601_0.437,1,6,gds22_over_shat_squared,8,-0.0018270782893523574
2864601_0.437,1,6,gds22_over_shat_squared,9,0.06443383544683456
2864601_0.437,1,6,gds22_over_shat_squared,10,0.06406411528587341
2864601_0.437,1,6,gds22_over_shat_squared,11,-0.030624469742178917
2864601_0.437,1,6,gds22_over_shat_squared,12,-0.05568656697869301
2864601_0.437,2,0,bmag,0,-0.05734001472592354
2864601_0.437,2,0,bmag,1,-0.2723444700241089
2864601_0.437,2,0,bmag,2,-0.437629371881485
2864601_0.437,2,0,bmag,3,-0.5115451216697693
2864601_0.437,2,0,bmag,4,-0.43545353412628174
2864601_0.437,2,0,bmag,5,-0.35861849784851074
2864601_0.437,2,0,bmag,6,-0.23477105796337128
2864601_0.437,2,0,bmag,7,0.0880289152264595
2864601_0.437,2,0,bmag,8,0.21611683070659637
2864601_0.437,2,0,bmag,9,0.24203722178936005
2864601_0.437,2,0,bmag,10,0.4375436007976532
2864601_0.437,2,0,bmag,11,0.334865003824234
2864601_0.437,2,0,bmag,12,0.3130533993244171
2864601_0.437,2,1,gbdrift,0,0.5144994854927063
2864601_0.437,2,1,gbdrift,1,0.47464215755462646
2864601_0.437,2,1,gbdrift,2,0.6350530385971069
2864601_0.437,2,1,gbdrift,3,0.4448370039463043
2864601_0.437,2,1,gbdrift,4,0.3593757152557373
2864601_0.437,2,1,gbdrift,5,0.29107770323753357
2864601_0.437,2,1,gbdrift,6,0.18605688214302063
2864601_0.437,2,1,gbdrift,7,0.4019579589366913
2864601_0.437,2,1,gbdrift,8,0.3343355059623718
2864601_0.437,2,1,gbdrift,9,0.40521302819252014
2864601_0.437,2,1,gbdrift,10,0.17521196603775024
2864601_0.437,2,1,gbdrift,11,0.15560853481292725
2864601_0.437,2,1,gbdrift,12,0.11065492033958435
2864601_0.437,2,2,cvdrift,0,0.40232139825820923
2864601_0.437,2,2,cvdrift,1,0.3736574649810791
2864601_0.437,2,2,cvdrift,2,0.4422396123409271
2864601_0.437,2,2,cvdrift,3,0.6206583380699158
2864601_0.437,2,2,cvdrift,4,0.448192298412323
2864601_0.437,2,2,cvdrift,5,0.24525941908359528
2864601_0.437,2,2,cvdrift,6,0.19221319258213043
2864601_0.437,2,2,cvdrift,7,0.2284310758113861
2864601_0.437,2,2,cvdrift,8,0.14086799323558807
2864601_0.437,2,2,cvdrift,9,0.05820642039179802
2864601_0.437,2,2,cvdrift,10,-0.17604519426822662
2864601_0.437,2,2,cvdrift,11,-0.15193194150924683
2864601_0.437,2,2,cvdrift,12,-0.04738258570432663
2864601_0.437,2,3,gbdrift0_over_shat,0,0.21831408143043518
2864601_0.437,2,3,gbdrift0_over_shat,1,0.15966418385505676
2864601_0.437,2,3,gbdrift0_over_shat,2,0.13715046644210815
2864601_0.437,2,3,gbdrift0_over_shat,3,0.19339117407798767
2864601_0.437,2,3,gbdrift0_over_shat,4,0.2527170181274414
2864601_0.437,2,3,gbdrift0_over_shat,5,0.24847306311130524
2864601_0.437,2,3,gbdrift0_over_shat,6,0.07635985314846039
2864601_0.437,2,3,gbdrift0_over_shat,7,0.044614676386117935
2864601_0.437,2,3,gbdrift0_over_shat,8,-0.0935908779501915
2864601_0.437,2,3,gbdrift0_over_shat,9,0.14214488863945007
2864601_0.437,2,3,gbdrift0_over_shat,10,0.019698230549693108
2864601_0.437,2,3,gbdrift0_over_shat,11,-0.186212956905365
2864601_0.437,2,3,gbdrift0_over_shat,12,0.07416493445634842
2864601_0.437,2,4,gds2,0,-0.18524907529354095
2864601_0.437,2,4,gds2,1,-0.12131659686565399
2864601_0.437,2,4,gds2,2,-0.22212377190589905
2864601_0.437,2,4,gds2,3,-0.14281019568443298
2864601_0.437,2,4,gds2,4,-0.17390252649784088
2864601_0.437,2,4,gds2,5,-0.0705336481332779
2864601_0.437,2,4,gds2,6,-0.151895672082901
2864601_0.437,2,4,gds2,7,-0.1344527006149292
2864601_0.437,2,4,gds2,8,-0.16844360530376434
2864601_0.437,2,4,gds2,9,-0.0459822379052639
2864601_0.437,2,4,gds2,10,-0.06836619228124619
2864601_0.437,2,4,gds2,11,0.056756243109703064
2864601_0.437,2,4,gds2,12,0.12761199474334717
2864601_0.437,2,5,gds21_over_shat,0,-0.29762405157089233
2864601_0.437,2,5,gds21_over_shat,1,-0.06552679091691971
2864601_0.437,2,5,gds21_over_shat,2,-0.06614384800195694
2864601_0.437,2,5,gds21_over_shat,3,-0.09951929748058319
2864601_0.437,2,5,gds21_over_shat,4,-0.18835411965847015
2864601_0.437,2,5,gds21_over_shat,5,-0.1646200269460678
2864601_0.437,2,5,gds21_over_shat,6,-0.17806649208068848
2864601_0.437,2,5,gds21_over_shat,7,-0.19744142889976501
2864601_0.437,2,5,gds21_over_shat,8,-0.1376904398202896
2864601_0.437,2,5,gds21_over_shat,9,-0.0825490951538086
2864601_0.437,2,5,gds21_over_shat,10,-0.23419839143753052
2864601_0.437,2,5,gds21_over_shat,11,0.034757621586322784
2864601_0.437,2,5,gds21_over_shat,12,0.09775687754154205
2864601_0.437,2,6,gds22_over_shat_squared,0,0.057134076952934265
2864601_0.437,2,6,gds22_over_shat_squared,1,0.050686080008745193
2864601_0.437,2,6,gds22_over_shat_squared,2,-0.04867338016629219
2864601_0.437,2,6,gds22_over_shat_squared,3,0.025864388793706894
2864601_0.437,2,6,gds22_over_shat_squared,4,0.07792258262634277
2864601_0.437,2,6,gds22_over_shat_squared,5,-0.03438559174537659
2864601_0.437,2,6,gds22_over_shat_squared,6,-0.07629653066396713
2864601_0.437,2,6,gds22_over_shat_squared,7,-0.022966044023633003
2864601_0.437,2,6,gds22_over_shat_squared,8,-0.017809195443987846
2864601_0.437,2,6,gds22_over_shat_squared,9,0.10781898349523544
2864601_0.437,2,6,gds22_over_shat_squared,10,-0.033929333090782166
2864601_0.437,2,6,gds22_over_shat_squared,11,0.048204611986875534
2864601_0.437,2,6,gds22_over_shat_squared,12,0.053596824407577515
2864601_0.437,3,0,bmag,0,-0.02410830557346344
2864601_0.437,3,0,bmag,1,-0.0834764614701271
2864601_0.437,3,0,bmag,2,-0.11010786890983582
2864601_0.437,3,0,bmag,3,0.06520640105009079
2864601_0.437,3,0,bmag,4,0.22883130609989166
2864601_0.437,3,0,bmag,5,0.12694087624549866
2864601_0.437,3,0,bmag,6,0.1428208202123642
2864601_0.437,3,0,bmag,7,0.06295846402645111
2864601_0.437,3,0,bmag,8,-0.11073669791221619
2864601_0.437,3,0,bmag,9,-0.37121638655662537
2864601_0.437,3,0,bmag,10,-0.348697692155838
2864601_0.437,3,0,bmag,11,-0.36174991726875305
2864601_0.437,3,0,bmag,12,-0.38660871982574463
2864601_0.437,3,1,gbdrift,0,-0.26508957147598267
2864601_0.437,3,1,gbdrift,1,-0.14036980271339417
2864601_0.437,3,1,gbdrift,2,-0.07647399604320526
2864601_0.437,3,1,gbdrift,3,-0.14982640743255615
2864601_0.437,3,1,gbdrift,4,-0.09497876465320587
2864601_0.437,3,1,gbdrift,5,-0.15596668422222137
2864601_0.437,3,1,gbdrift,6,-0.14015278220176697
2864601_0.437,3,1,gbdrift,7,0.10665954649448395
2864601_0.437,3,1,gbdrift,8,0.11419342458248138
2864601_0.437,3,1,gbdrift,9,0.19322969019412994
2864601_0.437,3,1,gbdrift,10,-0.0014095298247411847
2864601_0.437,3,1,gbdrift,11,-0.11834201961755753
2864601_0.437,3,1,gbdrift,12,0.04132029786705971
2864601_0.437,3,2,cvdrift,0,-0.11591676622629166
2864601_0.437,3,2,cvdrift,1,0.14005984365940094
2864601_0.437,3,2,cvdrift,2,0.2712445855140686
2864601_0.437,3,2,cvdrift,3,0.14495670795440674
2864601_0.437,3,2,cvdrift,4,0.046536605805158615
2864601_0.437,3,2,cvdrift,5,-0.21684427559375763
2864601_0.437,3,2,cvdrift,6,-0.08033362776041031
2864601_0.437,3,2,cvdrift,7,0.2943878173828125
2864601_0.437,3,2,cvdrift,8,0.49177801609039307
2864601_0.437,3,2,cvdrift,9,0.5528679490089417
2864601_0.437,3,2,cvdrift,10,0.307467520236969
2864601_0.437,3,2,cvdrift,11,0.2045377492904663
2864601_0.437,3,2,cvdrift,12,0.35335254669189453
2864601_0.437,3,3,gbdrift0_over_shat,0,0.4884457290172577
2864601_0.437,3,3,gbdrift0_over_shat,1,0.06292569637298584
2864601_0.437,3,3,gbdrift0_over_shat,2,-0.29766902327537537
2864601_0.437,3,3,gbdrift0_over_shat,3,-0.42026886343955994
2864601_0.437,3,3,gbdrift0_over_shat,4,-0.2100721150636673
2864601_0.437,3,3,gbdrift0_over_shat,5,0.08220226317644119
2864601_0.437,3,3,gbdrift0_over_shat,6,0.1852123737335205
2864601_0.437,3,3,gbdrift0_over_shat,7,0.08591324090957642
2864601_0.437,3,3,gbdrift0_over_shat,8,-0.023202955722808838
2864601_0.437,3,3,gbdrift0_over_shat,9,-0.11088903248310089
2864601_0.437,3,3,gbdrift0_over_shat,10,0.09632427245378494
2864601_0.437,3,3,gbdrift0_over_shat,11,-0.2714492678642273
2864601_0.437,3,3,gbdrift0_over_shat,12,-0.6305047869682312
2864601_0.437,3,4,gds2,0,0.09865782409906387
2864601_0.437,3,4,gds2,1,-0.03476705774664879
2864601_0.437,3,4,gds2,2,0.023489832878112793
2864601_0.437,3,4,gds2,3,0.050264954566955566
2864601_0.437,3,4,gds2,4,-0.08850675076246262
2864601_0.437,3,4,gds2,5,0.09869515895843506
2864601_0.437,3,4,gds2,6,-0.03733031824231148
2864601_0.437,3,4,gds2,7,-0.044489677995443344
2864601_0.437,3,4,gds2,8,-0.020056620240211487
2864601_0.437,3,4,gds2,9,-0.12694025039672852
2864601_0.437,3,4,gds2,10,0.0681675598025322
2864601_0.437,3,4,gds2,11,-0.07610750943422318
2864601_0.437,3,4,gds2,12,-0.06377863883972168
2864601_0.437,3,5,gds21_over_shat,0,-0.00787863228470087
2864601_0.437,3,5,gds21_over_shat,1,-0.11683989316225052
2864601_0.437,3,5,gds21_over_shat,2,0.08209791779518127
2864601_0.437,3,5,gds21_over_shat,3,-0.07977025955915451
2864601_0.437,3,5,gds21_over_shat,4,0.0544622540473938
2864601_0.437,3,5,gds21_over_shat,5,-0.002890972653403878
2864601_0.437,3,5,gds21_over_shat,6,0.023541199043393135
2864601_0.437,3,5,gds21_over_shat,7,0.032466743141412735
2864601_0.437,3,5,gds21_over_shat,8,0.058022212237119675
2864601_0.437,3,5,gds21_over_shat,9,0.034139636904001236
2864601_0.437,3,5,gds21_over_shat,10,0.005569759290665388
2864601_0.437,3,5,gds21_over_shat,11,0.0017652566311880946
2864601_0.437,3,5,gds21_over_shat,12,-0.07794247567653656
2864601_0.437,3,6,gds22_over_shat_squared,0,-0.04371660202741623
2864601_0.437,3,6,gds22_over_shat_squared,1,-0.10972636193037033
2864601_0.437,3,6,gds22_over_shat_squared,2,-0.10608846694231033
2864601_0.437,3,6,gds22_over_shat_squared,3,0.0529157929122448
2864601_0.437,3,6,gds22_over_shat_squared,4,-0.0575772225856781
2864601_0.437,3,6,gds22_over_shat_squared,5,0.03061847761273384
2864601_0.437,3,6,gds22_over_shat_squared,6,0.019595779478549957
2864601_0.437,3,6,gds22_over_shat_squared,7,0.09031736850738525
2864601_0.437,3,6,gds22_over_shat_squared,8,-0.01110377348959446
2864601_0.437,3,6,gds22_over_shat_squared,9,0.12665843963623047
2864601_0.437,3,6,gds22_over_shat_squared,10,-0.034680984914302826
2864601_0.437,3,6,gds22_over_shat_squared,11,0.1217460110783577
2864601_0.437,3,6,gds22_over_shat_squared,12,0.11456544697284698
2864601_0.437,4,0,bmag,0,-0.48267537355422974
2864601_0.437,4,0,bmag,1,-0.5226448178291321
2864601_0.437,4,0,bmag,2,-0.3629423677921295
2864601_0.437,4,0,bmag,3,-0.3778218924999237
2864601_0.437,4,0,bmag,4,-0.1997418850660324
2864601_0.437,4,0,bmag,5,-0.13426926732063293
2864601_0.437,4,0,bmag,6,-0.1984734684228897
2864601_0.437,4,0,bmag,7,-0.16180691123008728
2864601_0.437,4,0,bmag,8,0.011331749148666859
2864601_0.437,4,0,bmag,9,-0.0036380854435265064
2864601_0.437,4,0,bmag,10,0.05036448687314987
2864601_0.437,4,0,bmag,11,-0.08736702054738998
2864601_0.437,4,0,bmag,12,-0.038659967482089996
2864601_0.437,4,1,gbdrift,0,-0.2071392834186554
2864601_0.437,4,1,gbdrift,1,0.0028274382930248976
2864601_0.437,4,1,gbdrift,2,-0.04202141612768173
2864601_0.437,4,1,gbdrift,3,-0.050848692655563354
2864601_0.437,4,1,gbdrift,4,-0.14697779715061188
2864601_0.437,4,1,gbdrift,5,-0.2916056215763092
2864601_0.437,4,1,gbdrift,6,-0.44137534499168396
2864601_0.437,4,1,gbdrift,7,-0.20810262858867645
2864601_0.437,4,1,gbdrift,8,-0.21419435739517212
2864601_0.437,4,1,gbdrift,9,-0.23421046137809753
2864601_0.437,4,1,gbdrift,10,-0.16092875599861145
2864601_0.437,4,1,gbdrift,11,0.08302689343690872
2864601_0.437,4,1,gbdrift,12,0.0746266320347786
2864601_0.437,4,2,cvdrift,0,-0.02421688474714756
2864601_0.437,4,2,cvdrift,1,-0.07147852331399918
2864601_0.437,4,2,cvdrift,2,-0.09095175564289093
2864601_0.437,4,2,cvdrift,3,0.028533002361655235
2864601_0.437,4,2,cvdrift,4,-0.04432172700762749
2864601_0.437,4,2,cvdrift,5,-0.27571600675582886
2864601_0.437,4,2,cvdrift,6,-0.398772656917572
2864601_0.437,4,2,cvdrift,7,-0.3249763250350952
2864601_0.437,4,2,cvdrift,8,-0.43789756298065186
2864601_0.437,4,2,cvdrift,9,-0.620964765548706
2864601_0.437,4,2,cvdrift,10,-0.4104807376861572
2864601_0.437,4,2,cvdrift,11,-0.12767398357391357
2864601_0.437,4,2,cvdrift,12,-0.1839122176170349
2864601_0.437,4,3,gbdrift0_over_shat,0,0.2751319408416748
2864601_0.437,4,3,gbdrift0_over_shat,1,0.4332214593887329
2864601_0.437,4,3,gbdrift0_over_shat,2,0.5096141695976257
2864601_0.437,4,3,gbdrift0_over_shat,3,0.48819735646247864
2864601_0.437,4,3,gbdrift0_over_shat,4,0.6119940876960754
2864601_0.437,4,3,gbdrift0_over_shat,5,0.5103694200515747
2864601_0.437,4,3,gbdrift0_over_shat,6,0.3068540096282959
2864601_0.437,4,3,gbdrift0_over_shat,7,0.18528664112091064
2864601_0.437,4,3,gbdrift0_over_shat,8,0.16428154706954956
2864601_0.437,4,3,gbdrift0_over_shat,9,0.39051690697669983
2864601_0.437,4,3,gbdrift0_over_shat,10,0.38526466488838196
2864601_0.437,4,3,gbdrift0_over_shat,11,0.27942007780075073
2864601_0.437,4,3,gbdrift0_over_shat,12,0.7303394675254822
2864601_0.437,4,4,gds2,0,0.07316381484270096
2864601_0.437,4,4,gds2,1,0.07330804318189621
2864601_0.437,4,4,gds2,2,0.04015958309173584
2864601_0.437,4,4,gds2,3,0.1269322633743286
2864601_0.437,4,4,gds2,4,0.023616192862391472
2864601_0.437,4,4,gds2,5,0.0066052707843482494
2864601_0.437,4,4,gds2,6,0.05366383120417595
2864601_0.437,4,4,gds2,7,-0.03434660658240318
2864601_0.437,4,4,gds2,8,-0.09926920384168625
2864601_0.437,4,4,gds2,9,0.0270786602050066
2864601_0.437,4,4,gds2,10,-0.0873054713010788
2864601_0.437,4,4,gds2,11,-0.034121353179216385
2864601_0.437,4,4,gds2,12,-0.07682593166828156
2864601_0.437,4,5,gds21_over_shat,0,0.0844070166349411
2864601_0.437,4,5,gds21_over_shat,1,0.20836658775806427
2864601_0.437,4,5,gds21_over_shat,2,0.27737271785736084
2864601_0.437,4,5,gds21_over_shat,3,0.10437139868736267
2864601_0.437,4,5,gds21_over_shat,4,0.024759918451309204
2864601_0.437,4,5,gds21_over_shat,5,0.002187174977734685
2864601_0.437,4,5,gds21_over_shat,6,0.0706239715218544
2864601_0.437,4,5,gds21_over_shat,7,0.10068468749523163
2864601_0.437,4,5,gds21_over_shat,8,0.16120898723602295
2864601_0.437,4,5,gds21_over_shat,9,-0.15672551095485687
2864601_0.437,4,5,gds21_over_shat,10,-0.21632251143455505
2864601_0.437,4,5,gds21_over_shat,11,-0.27311208844184875
2864601_0.437,4,5,gds21_over_shat,12,-0.4055713713169098
2864601_0.437,4,6,gds22_over_shat_squared,0,-0.11728601902723312
2864601_0.437,4,6,gds22_over_shat_squared,1,0.015776587650179863
2864601_0.437,4,6,gds22_over_shat_squared,2,0.038059912621974945
2864601_0.437,4,6,gds22_over_shat_squared,3,0.021369967609643936
2864601_0.437,4,6,gds22_over_shat_squared,4,0.012268624268472195
2864601_0.437,4,6,gds22_over_shat_squared,5,0.05076232925057411
2864601_0.437,4,6,gds22_over_shat_squared,6,-0.0462779626250267
