member_id,regime,drive,drive_index,concept,mixed_derivative,ci95_lower,ci95_upper,mean_signed_integrated_term,mean_absolute_integrated_term,validity_tag,split_unit,bootstrap_unit,estimand,canonical_function,method
2864601_0.437,stable_or_near_floor,a_over_LT,0,log_FSA_grad_x,-0.20936668497779815,-0.2281884275988524,-0.18869558780357604,0.008297923848404642,0.043683059620565255,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,log_f_Q,-0.01939303422019239,-0.020884779847118014,-0.017969537075016067,-0.0023848812727971197,0.01228546381675056,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,f_stab,-0.04739554385839632,-0.05064586323991884,-0.04430447517903156,-0.004876870277872666,0.01514432399972451,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,log_compression,-0.010786981030094579,-0.011870874243666982,-0.009640887319058095,-0.0017957035296094863,0.010727662020767515,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,bad_curvature,0.004323872223791118,-0.007471594241759685,0.015836855050832755,0.003689759130011682,0.012025687569489246,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,geodesic_curvature,-0.013210744437270184,-0.030787621587379785,0.0028878286757829438,-0.0017517750081916176,0.009622332981628843,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,parallel_scale,0.037848563010132306,0.03480812196016054,0.04130881551626919,0.008375773828810712,0.012861887145103222,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,cross_channel_colocation,-0.10005261776497448,-0.10486936546190341,-0.0948927460999759,-0.028737714989328773,0.04025176654217401,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,stable_or_near_floor,a_over_Ln,1,log_FSA_grad_x,0.25536774327970246,0.24258810346118947,0.26656119704517395,0.013842796513924203,0.049805577657280324,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,log_f_Q,-0.0274843449090232,-0.028929244994556916,-0.025794848421156397,0.006740085186170497,0.03050876899995748,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,f_stab,-0.10673650954414791,-0.11208142790665097,-0.10171064935466678,0.006236079522366207,0.04234206958022156,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,log_compression,0.033357924581335414,0.03260617724550104,0.03410554688145416,-0.009072138065337397,0.047176751517236604,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,bad_curvature,0.04656948304948318,0.033269851495480805,0.0608283729244892,0.015095108284453462,0.03848630285026735,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,geodesic_curvature,0.10113495696152237,0.08529839509394302,0.11707664825967114,0.0011630636837838782,0.025132958157614738,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,parallel_scale,0.039036413239719334,0.03752502179416992,0.04044332725088731,0.01180136272212113,0.01997060267808035,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,cross_channel_colocation,0.009764137906182541,0.006849715269021401,0.012559057751511133,-0.0029326103117566283,0.025810167561181933,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_LT,0,log_FSA_grad_x,0.325695410534374,0.31830372622079495,0.33338951337766076,-0.020694455542644968,0.09027465152836882,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,log_f_Q,-0.3997644814290444,-0.40636741056496856,-0.393518871934505,-0.0039062262440835147,0.15572137043999,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,f_stab,0.5005440223322702,0.4896047680399366,0.5122379672116316,0.010129408231709856,0.0787373532371085,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,log_compression,-0.06540301127526633,-0.06679390890659963,-0.06408844701597863,0.001720551419727714,0.03873786666270888,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,bad_curvature,0.28659566593997987,0.27344260199964426,0.2976881933355429,0.025733004921332812,0.035090253695484054,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,geodesic_curvature,-0.05119026490448287,-0.07192777614059755,-0.03127886251084182,0.0008324987672031928,0.010183229778016369,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,parallel_scale,0.23001365294356377,0.22579335829346378,0.23412908858064638,0.04079932874943217,0.06553632703978456,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,cross_channel_colocation,-0.043773050055731844,-0.048833677498415703,-0.03829497229019527,-0.023799673068613487,0.03277448406550501,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.437,unstable,a_over_Ln,1,log_FSA_grad_x,0.018453665263304015,0.0015956293385760666,0.037033753135661485,-0.00040908925855591167,0.023783688564710942,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,log_f_Q,0.05833653770933771,0.05538342038439227,0.06127964896559847,-0.016075594821497424,0.055796773574559436,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,f_stab,-0.07540567662644561,-0.08060252536355851,-0.07007339000657772,0.0053168821737195945,0.030609444914106006,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,log_compression,0.01518172424616037,0.01455213575144597,0.015803643440941848,-0.0037523408985253148,0.021491670153713775,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,bad_curvature,0.08267018013923205,0.08111892207903913,0.08444784199035238,0.013005690588651383,0.018037279834642015,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,geodesic_curvature,0.13300658284860153,0.12351262124884779,0.1428214499577975,0.0023819029927889977,0.0177695504774951,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,parallel_scale,0.09567916536043068,0.09403613457281267,0.09728095276991394,0.03349889976252839,0.0507460857895169,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,cross_channel_colocation,-0.040243770787952056,-0.041610009233254246,-0.0390488947140098,-0.018980584298209285,0.02771406527085813,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_LT,0,log_FSA_grad_x,0.21658244289598932,0.20891712139144622,0.22393753442681166,-0.003405719569563705,0.057854988552323294,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,log_f_Q,-0.4572787270471499,-0.460897692821625,-0.45398869387792434,-0.005414675213564209,0.21103621411164925,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,f_stab,0.22682140428678835,0.21879730209576304,0.23463853364025045,0.0035503277887040923,0.04344103605907874,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,log_compression,-0.04204089114894535,-0.04239068724065645,-0.041644920706940425,0.0024918246270902752,0.027896057425759454,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,bad_curvature,0.3528015227315285,0.34313006697328113,0.362416209934364,0.030013867223028873,0.04364572059310751,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,geodesic_curvature,-0.5085516296173003,-0.5295709890146496,-0.489111699624466,-0.00789153691172377,0.02887271274326783,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,parallel_scale,0.08749136537935699,0.08289075633822886,0.09181112060917497,0.015480176492303446,0.02480323571171418,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,cross_channel_colocation,0.02699716752598996,0.02410376299199722,0.03007206629823301,0.003053515834767514,0.015234961780239163,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,all,a_over_Ln,1,log_FSA_grad_x,0.5733112633705356,0.5632465308266281,0.5844838561668615,0.004265715973789358,0.07188604414675596,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,log_f_Q,-0.03241403475695514,-0.03354847177246548,-0.03096463005506098,0.008249952408240177,0.022679123224214368,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,f_stab,0.12496313706561187,0.11782143980748191,0.13185556115260355,-0.00962967729185768,0.030763990256527717,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,log_compression,-0.01003661375297776,-0.012803250133353351,-0.006919098654361974,-0.00016190695046223424,0.016166576535652157,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,bad_curvature,-0.0945222001849746,-0.10365637294450983,-0.08373969232238807,-0.005958277280461585,0.010451704367607902,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,geodesic_curvature,-0.17531842492634897,-0.2011270665884487,-0.1486205864248426,0.000601552682675713,0.012909075970272677,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,parallel_scale,0.0074552701623924284,0.0037016966068722373,0.01097752826314057,0.003210606144938745,0.006133320208992826,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,cross_channel_colocation,0.08987855137518247,0.0830317052594132,0.09678492969686209,0.009044248647171103,0.023005136711761968,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_LT,0,log_FSA_grad_x,-0.1655188016620553,-0.17976363436178536,-0.15176932944086421,0.00564427573563918,0.03075329836850941,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,log_f_Q,-0.01290693474296816,-0.014153531740869887,-0.01159607796496941,-0.0026176610667792764,0.007762422900201754,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,f_stab,-0.04092920514026644,-0.04390871264652719,-0.038093888523814345,-0.003478775425495419,0.011840833000956365,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,log_compression,-0.0032987973837496068,-0.005183969473909092,-0.0015655676862592705,-5.097393896206157e-05,0.007792852949223,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,bad_curvature,-0.13138450102881621,-0.1393506348344733,-0.12328038863563495,-0.01122181905875212,0.0165481915331797,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,geodesic_curvature,0.0069455958016387985,-0.009759050500297187,0.024967498784953763,-0.0021704326310187593,0.009080559151417637,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,parallel_scale,0.007201588989950237,0.002895783959585465,0.011586148392333781,0.0027096432368870476,0.009774770010390036,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,cross_channel_colocation,-0.0721569572102183,-0.07652006216390687,-0.06783211120732267,-0.019267525632068083,0.02819487564488257,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,stable_or_near_floor,a_over_Ln,1,log_FSA_grad_x,0.18401623106207649,0.1747436757286986,0.19236648758425695,0.010390043885431981,0.03381029813666983,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,log_f_Q,-0.036071677606058776,-0.03752141099514193,-0.03460049212575593,0.008655618582711336,0.0341619044368785,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,f_stab,-0.0630293552270562,-0.06474551310563424,-0.0616124882213602,0.003526954628647057,0.025281738770453706,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,log_compression,0.032817713642961106,0.03223981767870749,0.0333740638946732,-0.01011102642878605,0.04591628544027075,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,bad_curvature,0.009146240683771286,0.005530426345920951,0.012632206458644223,0.0023525659771466796,0.010072944950042956,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,geodesic_curvature,0.23083012867895053,0.2252548546695032,0.23616796153509179,0.006064127941321897,0.027063017928097715,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,parallel_scale,0.04319248146478579,0.041128353695668265,0.045137316761415476,0.015579570744147663,0.023716284240678575,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,cross_channel_colocation,-0.0034304032597373673,-0.0049115301297219735,-0.0018824485427621127,-0.0032351983209577316,0.014424459836847236,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_LT,0,log_FSA_grad_x,0.274596735417847,0.272184899650519,0.27676864053784433,-0.017327975572046368,0.07273056138669998,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,log_f_Q,-0.35817579651640935,-0.36297668415051154,-0.35324834517873416,-0.0034981002665379424,0.13844513451111803,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,f_stab,0.3904564633553735,0.38607066257534833,0.39510484937039503,0.004759308257392233,0.06047289931578867,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,log_compression,-0.05539470877821316,-0.05661099045826701,-0.05422217306024877,0.001909576828466575,0.03264405496030907,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,bad_curvature,0.3932823127377232,0.3827585533566876,0.4046263236107652,0.03401671675845016,0.046952757243468334,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,geodesic_curvature,-0.10556691452627234,-0.12125927752367996,-0.09069585088837545,-0.0030973370139577676,0.009365941764949703,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
2864601_0.371,unstable,a_over_Ln,1,parallel_scale,0.12915422385030823,0.12502824273649912,0.13303793527085386,0.021916895754589945,0.036428730985740926,observed-comparison,equilibrium_files,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,held_out_quadratic_decoder_four_point_mixed_difference
