member_id,regime,drive,concept,bin_index,drive_lower,drive_upper,rows,slope,ci95_lower,ci95_upper,validity_tag,bootstrap_unit,estimand,canonical_function,finite_difference_kind,integrated_hessian_proxy,perturbation_validity_tag
2864601_0.437,all,a_over_Ln,bad_curvature,0,-0.45778006315231323,0.21342068910598755,333,1.5069196121469237,0.882880182559728,2.9703646502741905,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,bad_curvature,1,0.21342068910598755,0.888144314289093,333,2.83853101958773,1.1181239655125756,4.581172728759779,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,bad_curvature,2,0.888144314289093,5.65452766418457,334,1.2181171873855836,0.7120157231535819,1.9564446850678192,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,geodesic_curvature,0,-0.45778006315231323,0.21342068910598755,333,2.182472360629741,-0.24703993489951986,4.497467117893354,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,geodesic_curvature,1,0.21342068910598755,0.888144314289093,333,2.998513179043917,0.5149514956627872,5.329424864465435,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,geodesic_curvature,2,0.888144314289093,5.65452766418457,334,5.298614873159001,3.2199310170247086,7.266228993810592,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,parallel_scale,0,-0.45778006315231323,0.21342068910598755,333,0.6062889626813599,0.20344670192402087,0.9917697896534433,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,parallel_scale,1,0.21342068910598755,0.888144314289093,333,0.7158471201456615,0.3390803954786966,1.1905440222069454,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,parallel_scale,2,0.888144314289093,5.65452766418457,334,0.7487521910556226,0.40450509722585054,1.0848347567751575,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,cross_channel_colocation,0,-0.45778006315231323,0.21342068910598755,333,0.7914433330050425,0.5498424563017299,1.412822723232289,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,cross_channel_colocation,1,0.21342068910598755,0.888144314289093,333,1.2410147797758622,0.6804845335831448,2.4516937897855318,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,cross_channel_colocation,2,0.888144314289093,5.65452766418457,334,0.542623787416586,0.36536315848963735,0.9011758996603055,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_FSA_grad_x,0,-0.45778006315231323,0.21342068910598755,333,1.5792676711001379,0.7264858249420196,2.348933241027612,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_FSA_grad_x,1,0.21342068910598755,0.888144314289093,333,1.979176106923509,1.2919199277343012,2.744815025538984,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,all,a_over_Ln,log_FSA_grad_x,2,0.888144314289093,5.65452766418457,334,1.5661918758452524,0.6135797729710719,2.5186180993925236,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_f_Q,0,0.020469365641474724,0.851464291413625,80,0.046951441275028774,0.013373100669432158,0.09286518605805943,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_f_Q,1,0.851464291413625,1.537275711695353,80,-0.012423210747542743,-0.05104466953004325,0.014429493988613958,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_f_Q,2,1.537275711695353,4.886041164398193,80,-0.025007402971616008,-0.12277985580477199,0.04678992860139667,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,f_stab,0,0.020469365641474724,0.851464291413625,80,0.08217370985400146,-0.0019081913816654055,0.20885709961412663,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,f_stab,1,0.851464291413625,1.537275711695353,80,-0.04268863851404245,-0.13901604560796824,0.023638264738189255,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,f_stab,2,1.537275711695353,4.886041164398193,80,-0.03595856463479348,-0.27820609919414074,0.17028713791980002,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_compression,0,0.020469365641474724,0.851464291413625,80,0.03625528931709044,0.014099020073851316,0.06964050097626348,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_compression,1,0.851464291413625,1.537275711695353,80,0.001623819839693321,-0.020885500679043646,0.017440634036800923,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_compression,2,1.537275711695353,4.886041164398193,80,-0.0361693683889281,-0.14699283856904072,0.02880699339572575,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,bad_curvature,0,0.020469365641474724,0.851464291413625,80,-0.4171707857122328,-1.4376055390156903,0.3386836705377143,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,bad_curvature,1,0.851464291413625,1.537275711695353,80,-0.11262054436988447,-0.38458119501012616,0.11118046714582663,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,bad_curvature,2,1.537275711695353,4.886041164398193,80,0.45358097350605214,-0.18354029680248585,1.2120528546470961,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,geodesic_curvature,0,0.020469365641474724,0.851464291413625,80,0.22357198794710587,-0.22585994717083874,0.8384324247069254,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,geodesic_curvature,1,0.851464291413625,1.537275711695353,80,0.1935630120615448,-0.06429042464959221,0.5103430781754397,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,geodesic_curvature,2,1.537275711695353,4.886041164398193,80,0.5491435994569229,-0.792714255631053,1.9406289136716484,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,parallel_scale,0,0.020469365641474724,0.851464291413625,80,0.11119968711417558,-0.13199750819567027,0.41912304592032534,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,parallel_scale,1,0.851464291413625,1.537275711695353,80,0.01985798131306675,-0.057754895056120394,0.11498864067543105,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,parallel_scale,2,1.537275711695353,4.886041164398193,80,0.1646943750454183,-0.08789893068000786,0.4240765788060158,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,cross_channel_colocation,0,0.020469365641474724,0.851464291413625,80,0.19701838664748308,-0.004827692349491949,0.42087635060235906,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,cross_channel_colocation,1,0.851464291413625,1.537275711695353,80,-0.05922023836606766,-0.19600768100512467,0.029341118494456683,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,cross_channel_colocation,2,1.537275711695353,4.886041164398193,80,0.1934299654176898,-0.06771147024988058,0.4798046303638574,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_FSA_grad_x,0,0.020469365641474724,0.851464291413625,80,0.07143337268592934,-0.04324847552472176,0.20350464940208507,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_FSA_grad_x,1,0.851464291413625,1.537275711695353,80,-0.049551774759666836,-0.2269653527084386,0.07587400831050321,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_LT,log_FSA_grad_x,2,1.537275711695353,4.886041164398193,80,-0.14584447938439832,-0.57641565463421,0.1512935036992916,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_f_Q,0,-0.22261013090610504,0.48661752541859943,80,0.055673880305679296,0.015581077054090571,0.10782257970191758,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_f_Q,1,0.48661752541859943,1.382526874542236,80,-0.07061575770396751,-0.19728246869824898,0.003367032333519559,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_f_Q,2,1.382526874542236,5.65452766418457,80,0.0021071696109582717,-0.02309951452965315,0.029913751031001995,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,f_stab,0,-0.22261013090610504,0.48661752541859943,80,0.10617141354130417,0.008194653721977266,0.26599600831039333,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,f_stab,1,0.48661752541859943,1.382526874542236,80,-0.17375462251794987,-0.4492231594790131,-0.007487665085729159,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,f_stab,2,1.382526874542236,5.65452766418457,80,0.001103969241717988,-0.03811249759946426,0.06945897544988863,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_compression,0,-0.22261013090610504,0.48661752541859943,80,0.056433619798838035,0.02491871729485869,0.10133377406466623,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_compression,1,0.48661752541859943,1.382526874542236,80,-0.03212860699706975,-0.12432559280448902,0.009586553165267143,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,log_compression,2,1.382526874542236,5.65452766418457,80,0.003986057926873375,-0.014548044482952984,0.028848923752237684,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,bad_curvature,0,-0.22261013090610504,0.48661752541859943,80,1.3715358235610942,-0.38900031720192024,1.4933974359497861,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,bad_curvature,1,0.48661752541859943,1.382526874542236,80,-0.19852910316283912,-1.2216466422134655,0.2229076336108877,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,bad_curvature,2,1.382526874542236,5.65452766418457,80,0.11102948303852686,-0.03126861361121037,0.5012510633030028,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,geodesic_curvature,0,-0.22261013090610504,0.48661752541859943,80,1.6875177586566539,0.12706492723514226,3.4846424024117524,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,geodesic_curvature,1,0.48661752541859943,1.382526874542236,80,-0.5898620650813765,-1.7934189786224766,0.21660780570345475,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,geodesic_curvature,2,1.382526874542236,5.65452766418457,80,0.2643424593736563,-0.1307167625151602,0.8091649059679629,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,parallel_scale,0,-0.22261013090610504,0.48661752541859943,80,0.5649324244962033,-0.0399334095533001,0.8677826093200391,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,parallel_scale,1,0.48661752541859943,1.382526874542236,80,-0.05182692708034011,-0.2102741392813856,0.05952669973291992,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
2864601_0.437,stable_or_near_floor,a_over_Ln,parallel_scale,2,1.382526874542236,5.65452766418457,80,0.10985092953735444,-0.020919817971173375,0.22094260306379512,observed-comparison,equilibrium_files,"native max(log Q, -2)",invariant_tilde_f,grouped_observed_directional_slope,quadratic_decoder_concept_by_drive_term,observed-comparison
