evidence_id,candidate_id,matrix_column,source_step,source_artifact,source_selector,source_fields,source_record_count,source_values_json,method_family,direction,direction_rule,direction_source,estimand,outcome,outcome_source,function_scope,cohort,regime,validity_tag,intervention,intervention_executed,machine_readable,uncertainty_unit,uncertainty_unit_source,summary
E13_FQ_NATURAL,localized_f_Q_integrand_peak,natural_experiment,S13,reports/xai/S13_artifacts/candidate_ranking.csv,"{""candidate"":""f_Q_integrand_w25_peak""}",claim_grade;matched_native_effect;aipw_native_effect;aipw_native_ci95_lower;aipw_native_ci95_upper;aipw_resolved_fold_count;max_abs_nuisance_smd_after;aipw_overlap_fraction;causal_claim_permitted,1,"[{""aipw_native_ci95_lower"":""-0.14491885437152224"",""aipw_native_ci95_upper"":""0.38014612010805615"",""aipw_native_effect"":""0.08355283626885508"",""aipw_overlap_fraction"":""0.232"",""aipw_resolved_fold_count"":""0"",""causal_claim_permitted"":""False"",""claim_grade"":""observational-physical"",""matched_native_effect"":""1.5978442611361576"",""max_abs_nuisance_smd_after"":""4.150938629839606""}]",natural_experiment,unresolved,"{""field"":""aipw_resolved_fold_count"",""kind"":""resolved_fold_count"",""total"":7}",config.direction_rule:resolved_fold_count;aipw_resolved_fold_count=0/7,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/manifest.json:split_unit,Strong raw/matched association becomes unresolved after adjustment; balance and overlap fail.
E04_FSTAB_DIRECTION_REMOVAL,f_stab,supported_perturbation,S04,reports/xai/S04_artifacts/encoded_vs_used.csv,"{""member_id"":""2864601_0.437"",""stratum"":""overall"",""target"":""f_stab""}",encoded_linear_grouped_cv_r2;used_direction_removal_rms_delta;used_rms_per_edit_sd;random_direction_control_median_rms_per_edit_sd;direction_intervention_validity,1,"[{""direction_intervention_validity"":""deliberately_off_manifold_diagnostic"",""encoded_linear_grouped_cv_r2"":""0.7240393112904239"",""random_direction_control_median_rms_per_edit_sd"":""0.2502031755820999"",""used_direction_removal_rms_delta"":""0.4284942855823193"",""used_rms_per_edit_sd"":""0.5063159415464793""}]",hidden_intervention,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all,deliberately_off_manifold_diagnostic,remove decoded f_stab bottleneck direction,True,True,not_applicable_no_interval_selected,not_applicable,Removing the decoded f_stab direction changes the top member more than random directions.
E08_FSTAB_ENCODING,f_stab,hidden_encoding,S08,reports/xai/S08_artifacts/probe_scores.csv,"{""concept"":""f_stab""}",member_id;layer_index;encoded_r2;encoded_r2_stable_or_near_floor;encoded_r2_unstable;permuted_r2,15,"[{""encoded_r2"":""0.77704086624156"",""encoded_r2_stable_or_near_floor"":""0.8343065298156546"",""encoded_r2_unstable"":""0.7525828674056144"",""layer_index"":""0"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.00024223340875106913""},{""encoded_r2"":""0.8728057232869844"",""encoded_r2_stable_or_near_floor"":""0.9095078949903802"",""encoded_r2_unstable"":""0.8576095642145929"",""layer_index"":""1"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0032949178278141034""},{""encoded_r2"":""0.8900386346851858"",""encoded_r2_stable_or_near_floor"":""0.9065079983814266"",""encoded_r2_unstable"":""0.8816056360649664"",""layer_index"":""2"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0041839766607352225""},{""encoded_r2"":""0.8172043460211786"",""encoded_r2_stable_or_near_floor"":""0.8537561087848657"",""encoded_r2_unstable"":""0.8003576399098563"",""layer_index"":""3"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0012821006732379736""},{""encoded_r2"":""0.727070535600705"",""encoded_r2_stable_or_near_floor"":""0.7693808702528198"",""encoded_r2_unstable"":""0.7056977993686214"",""layer_index"":""4"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.007060653839449538""},{""encoded_r2"":""0.8697760625979492"",""encoded_r2_stable_or_near_floor"":""0.9042832350788166"",""encoded_r2_unstable"":""0.855164099020004"",""layer_index"":""0"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.004249494830579126""},{""encoded_r2"":""0.8756187360851674"",""encoded_r2_stable_or_near_floor"":""0.9050525160724829"",""encoded_r2_unstable"":""0.8627490756124032"",""layer_index"":""1"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.003089396825042501""},{""encoded_r2"":""0.8073484940539426"",""encoded_r2_stable_or_near_floor"":""0.8572534077578051"",""encoded_r2_unstable"":""0.7860845811899427"",""layer_index"":""2"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.004424171568043311""},{""encoded_r2"":""0.7625430402161348"",""encoded_r2_stable_or_near_floor"":""0.8203298510006992"",""encoded_r2_unstable"":""0.7374819226520376"",""layer_index"":""3"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0012223688135590827""},{""encoded_r2"":""0.7657873794978394"",""encoded_r2_stable_or_near_floor"":""0.8285348767983423"",""encoded_r2_unstable"":""0.739296032106775"",""layer_index"":""4"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0018851290362495998""},{""encoded_r2"":""0.8689319655011323"",""encoded_r2_stable_or_near_floor"":""0.8755316068933088"",""encoded_r2_unstable"":""0.8628973734654969"",""layer_index"":""0"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0024314161231933085""},{""encoded_r2"":""0.840461167976743"",""encoded_r2_stable_or_near_floor"":""0.9050616099679272"",""encoded_r2_unstable"":""0.8156775984257654"",""layer_index"":""1"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.002657174799976403""},{""encoded_r2"":""0.847794535555227"",""encoded_r2_stable_or_near_floor"":""0.89101469645766"",""encoded_r2_unstable"":""0.8298257342435962"",""layer_index"":""2"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.000954327065914029""},{""encoded_r2"":""0.8756100600321205"",""encoded_r2_stable_or_near_floor"":""0.9124555119292359"",""encoded_r2_unstable"":""0.8604553179125748"",""layer_index"":""3"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0017048862346971116""},{""encoded_r2"":""0.8679204242388996"",""encoded_r2_stable_or_near_floor"":""0.9088408860399699"",""encoded_r2_unstable"":""0.8512747852510317"",""layer_index"":""4"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0017936813824954712""}]",hidden_probe,supports,"{""control_field"":""permuted_r2"",""encoded_field"":""encoded_r2"",""kind"":""probe_vs_permutation"",""minimum_gain"":0.1,""stable_field"":""encoded_r2_stable_or_near_floor"",""unstable_field"":""encoded_r2_unstable""}","config.direction_rule:probe_vs_permutation;median_gains=overall:0.850226,stable:0.893446,unstable:0.832257;minimum_gain=0.1","native max(log Q, -2)","native max(log Q, -2)",probe_scores.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all with stable and unstable retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,f_stab is encoded throughout the top-three hidden representations.
E08_FSTAB_USE,f_stab,hidden_intervention,S08,reports/xai/S08_artifacts/tcav_use.csv,"{""concept"":""f_stab""}",member_id;layer_index;mean_directional_derivative;intervention_to_scale_matched_random_ratio;use_claim_permitted;perturbation_validity_tag,15,"[{""intervention_to_scale_matched_random_ratio"":""1.5303735405625625"",""layer_index"":""0"",""mean_directional_derivative"":""0.16066457331180573"",""member_id"":""2864601_0.437"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.0027069389211647"",""layer_index"":""1"",""mean_directional_derivative"":""0.19490213692188263"",""member_id"":""2864601_0.437"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.3331896753079677"",""layer_index"":""2"",""mean_directional_derivative"":""0.6556951403617859"",""member_id"":""2864601_0.437"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.1901522584970325"",""layer_index"":""3"",""mean_directional_derivative"":""0.6379668116569519"",""member_id"":""2864601_0.437"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.020899249953768"",""layer_index"":""4"",""mean_directional_derivative"":""0.6775656342506409"",""member_id"":""2864601_0.437"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.03091174268572"",""layer_index"":""0"",""mean_directional_derivative"":""0.327287882566452"",""member_id"":""2864601_0.371"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.6032549226499264"",""layer_index"":""1"",""mean_directional_derivative"":""0.583551824092865"",""member_id"":""2864601_0.371"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""2.2332255968153105"",""layer_index"":""2"",""mean_directional_derivative"":""0.42226433753967285"",""member_id"":""2864601_0.371"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.3608666658535762"",""layer_index"":""3"",""mean_directional_derivative"":""0.42867064476013184"",""member_id"":""2864601_0.371"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.6210454621124664"",""layer_index"":""4"",""mean_directional_derivative"":""0.24403171241283417"",""member_id"":""2864601_0.371"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.3181301499012255"",""layer_index"":""0"",""mean_directional_derivative"":""0.40424537658691406"",""member_id"":""2864601_0.409"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.8544176441375688"",""layer_index"":""1"",""mean_directional_derivative"":""0.7311602234840393"",""member_id"":""2864601_0.409"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.8019064030961567"",""layer_index"":""2"",""mean_directional_derivative"":""1.0545250177383423"",""member_id"":""2864601_0.409"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.6546028906812476"",""layer_index"":""3"",""mean_directional_derivative"":""1.087239384651184"",""member_id"":""2864601_0.409"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""},{""intervention_to_scale_matched_random_ratio"":""1.6294611099544545"",""layer_index"":""4"",""mean_directional_derivative"":""0.8994103074073792"",""member_id"":""2864601_0.409"",""perturbation_validity_tag"":""deliberately_off_manifold_diagnostic"",""use_claim_permitted"":""True""}]",hidden_intervention,supports,"{""field"":""use_claim_permitted"",""kind"":""tcav_pass_fraction""}",config.direction_rule:tcav_pass_fraction;use_claim_permitted=15/15,"native max(log Q, -2)","native max(log Q, -2)",tcav_use.csv:estimand,invariant_tilde_f,S01 96-row registered hidden-intervention subset,pooled claim with regime checks retained,deliberately_off_manifold_diagnostic,edit hidden state along matched f_stab concept direction,True,True,not_applicable_no_interval_selected,not_applicable,f_stab passes the complete S08 encoding-and-use gate in all 15 member/layer cells.
E12_FSTAB_RECURRENCE,f_stab,distillation,S12,reports/xai/S12_artifacts/term_recurrence.csv,"{""feature_name"":""f_stab"",""target_kind"":""member_output""}",target_id;top_k_recurrence;median_importance;importance_ci95_lower;importance_ci95_upper;bootstrap_unit,3,"[{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.09033088035808368"",""importance_ci95_upper"":""0.1978327393159466"",""median_importance"":""0.14114326139428526"",""target_id"":""2864601_0.437"",""top_k_recurrence"":""0.8666666666666667""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.09269908885467147"",""importance_ci95_upper"":""0.18637329740080388"",""median_importance"":""0.1465721617887917"",""target_id"":""2864601_0.371"",""top_k_recurrence"":""0.9""},{""bootstrap_unit"":""equilibrium_files"",""importance_ci95_lower"":""0.09591657913124854"",""importance_ci95_upper"":""0.19862781538258212"",""median_importance"":""0.1579307331985068"",""target_id"":""2864601_0.409"",""top_k_recurrence"":""0.8333333333333334""}]",distillation,supports,"{""field"":""top_k_recurrence"",""kind"":""recurrence_across_members"",""support_threshold"":0.5}",config.direction_rule:recurrence_across_members;range=0.833333-0.9;support_threshold=0.5,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,three invariant_tilde_f member functions,S01 varied-gradient interpretation panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S12_artifacts/term_recurrence.csv:bootstrap_unit,f_stab recurs in 0.83-0.90 of member-output EBM bootstrap refits.
E13_FSTAB_QZ,f_stab,Q_z,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""f_stab"",""gradient_set"":""fixed"",""outcome"":""Qz_localization"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.04811644428514258"",""ci95_upper"":""0.17840069312237228"",""spearman_rho"":""0.11316236916236916""}]",gx_spatial_observation,descriptive,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""descriptive""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",Qz_localization,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,f_stab has a modest fixed-drive association with Q(z) localization.
E13_FSTAB_ZONAL,f_stab,zonal_flow,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""f_stab"",""gradient_set"":""fixed"",""outcome"":""log10_zonal_phi2"",""regime"":""all""}",spearman_rho;ci95_lower;ci95_upper;bootstrap_unit,1,"[{""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.5371533582743907"",""ci95_upper"":""0.6372786476228499"",""spearman_rho"":""0.5920508800508801""}]",gx_scalar_observation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",log10_zonal_phi2,fixed_associations.csv:outcome,observed GX fixed-drive outcome,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,f_stab has the strongest raw fixed-drive zonal association among the four S13 candidates.
E13_FSTAB_NATIVE_ASSOCIATION,f_stab,natural_experiment,S13,reports/xai/S13_artifacts/fixed_associations.csv,"{""candidate"":""f_stab"",""gradient_set"":""fixed"",""outcome"":""target_native"",""regime"":""all""}",rows;spearman_rho;ci95_lower;ci95_upper;bootstrap_replicates;bootstrap_unit;validity_tag;claim_grade,1,"[{""bootstrap_replicates"":""500"",""bootstrap_unit"":""equilibrium_files"",""ci95_lower"":""0.6127893788315454"",""ci95_upper"":""0.7030907230643982"",""claim_grade"":""observational-physical"",""rows"":""1000"",""spearman_rho"":""0.6594262249670656"",""validity_tag"":""observed-comparison""}]",gx_scalar_observation,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)",target_native,fixed_associations.csv:outcome,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/fixed_associations.csv:bootstrap_unit,f_stab has a resolved grouped-bootstrap rank association with native GX output.
E13_FSTAB_NATURAL,f_stab,natural_experiment,S13,reports/xai/S13_artifacts/candidate_ranking.csv,"{""candidate"":""f_stab""}",claim_grade;matched_native_effect;aipw_native_effect;aipw_native_ci95_lower;aipw_native_ci95_upper;aipw_resolved_fold_count;max_abs_nuisance_smd_after;aipw_overlap_fraction;causal_claim_permitted,1,"[{""aipw_native_ci95_lower"":""-0.06910820180281886"",""aipw_native_ci95_upper"":""0.3949733996484793"",""aipw_native_effect"":""0.1913093576462909"",""aipw_overlap_fraction"":""0.446"",""aipw_resolved_fold_count"":""4"",""causal_claim_permitted"":""False"",""claim_grade"":""observational-physical"",""matched_native_effect"":""1.4861600168157683"",""max_abs_nuisance_smd_after"":""2.1921022729505095""}]",natural_experiment,regime-dependent,"{""field"":""aipw_resolved_fold_count"",""kind"":""resolved_fold_count"",""total"":7}",config.direction_rule:resolved_fold_count;aipw_resolved_fold_count=4/7,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,observed GX native output,S01 fixed-gradient comparison panel,all,observed-comparison,not_interventional,False,True,equilibrium_files,reports/xai/S13_artifacts/manifest.json:split_unit,f_stab has positive observational contrasts but fails causal balance and overlap gates.
E05_BAD_SEMANTICS,bad_curvature_compression,unit_semantics,S05,reports/xai/S05_artifacts/unit_motifs.csv,"{""unit_id"":""2864601_0.437:u001""}",motif_status;claimed_concept;lag;lag_correlation;bootstrap_recurrence,1,"[{""bootstrap_recurrence"":""0.994"",""claimed_concept"":""f_Q_integrand_p3_Bm1__mean_w25"",""lag"":""23"",""lag_correlation"":""-0.3694081202042421"",""motif_status"":""supported_named_motif""}]",spatial_unit_semantics,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",config.estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,unstable-led with strata retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,The strongest named unit lies in the bad-curvature/flux-compression/f_Q family.
E06_BAD_CHANNEL_ATTRIBUTION,bad_curvature_compression,input_attribution,S06b,reports/xai/S06b_artifacts/channel_consensus.csv,"{""channel_name"":""gbdrift0_over_shat"",""function"":""invariant_tilde_f"",""gradient_set"":""varied"",""method"":""ig_low_pass"",""stratum"":""unstable""}",median_signed;median_absolute;sign_agreement;estimand;validity_tag;feature_claims_permitted;estimator_backend,1,"[{""estimand"":""native max(log Q, -2)"",""estimator_backend"":""integrated_gradients_captum"",""feature_claims_permitted"":""True"",""median_absolute"":""0.0026095691653521477"",""median_signed"":""0.00013138486351927354"",""sign_agreement"":""0.7447916666666666"",""validity_tag"":""deliberately_off_manifold_diagnostic""}]",gradient_path,supports,"{""basis"":""upstream result interpretation; not used by the headline gate"",""kind"":""interpretive"",""value"":""supports""}",config.direction:interpretive_not_used_for_claim_gate,"native max(log Q, -2)","native max(log Q, -2)",channel_consensus.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,unstable,deliberately_off_manifold_diagnostic,restore short-scale content along low-pass Integrated Gradients path,True,True,not_applicable_no_interval_selected,not_applicable,A radial-drift-related channel is often largest along the qualified low-pass path.
E08_BAD_ENCODING,bad_curvature_compression,hidden_encoding,S08,reports/xai/S08_artifacts/probe_scores.csv,"{""concept"":""bad_curvature""}",member_id;layer_index;encoded_r2;encoded_r2_stable_or_near_floor;encoded_r2_unstable;permuted_r2,15,"[{""encoded_r2"":""0.9885166596486687"",""encoded_r2_stable_or_near_floor"":""0.9795153156700782"",""encoded_r2_unstable"":""0.9898792555582082"",""layer_index"":""0"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.003489515284592404""},{""encoded_r2"":""0.9635700985316547"",""encoded_r2_stable_or_near_floor"":""0.9543948550439469"",""encoded_r2_unstable"":""0.9648334134104698"",""layer_index"":""1"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0019194613215114398""},{""encoded_r2"":""0.8327848798782881"",""encoded_r2_stable_or_near_floor"":""0.8309287542193601"",""encoded_r2_unstable"":""0.8322284049339127"",""layer_index"":""2"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.002051511774118442""},{""encoded_r2"":""0.8695815471615285"",""encoded_r2_stable_or_near_floor"":""0.8185243761073052"",""encoded_r2_unstable"":""0.8769787777706665"",""layer_index"":""3"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.0018905386458345497""},{""encoded_r2"":""0.5167161346058384"",""encoded_r2_stable_or_near_floor"":""0.5299468268816102"",""encoded_r2_unstable"":""0.5121724078257265"",""layer_index"":""4"",""member_id"":""2864601_0.437"",""permuted_r2"":""-0.003681298414046408""},{""encoded_r2"":""0.9930533546495018"",""encoded_r2_stable_or_near_floor"":""0.9920229521329736"",""encoded_r2_unstable"":""0.9931807217596621"",""layer_index"":""0"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0020971504342157665""},{""encoded_r2"":""0.9616076481924936"",""encoded_r2_stable_or_near_floor"":""0.9256327724127459"",""encoded_r2_unstable"":""0.9670915266541819"",""layer_index"":""1"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0009440000443858843""},{""encoded_r2"":""0.6178159925970073"",""encoded_r2_stable_or_near_floor"":""0.7109133814836538"",""encoded_r2_unstable"":""0.6011782815251463"",""layer_index"":""2"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0016208222816771478""},{""encoded_r2"":""0.5334701784535105"",""encoded_r2_stable_or_near_floor"":""0.39817228702042085"",""encoded_r2_unstable"":""0.5524579721824388"",""layer_index"":""3"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0028605703642843316""},{""encoded_r2"":""0.5367458104712655"",""encoded_r2_stable_or_near_floor"":""0.4888680917921354"",""encoded_r2_unstable"":""0.5419502817850333"",""layer_index"":""4"",""member_id"":""2864601_0.371"",""permuted_r2"":""-0.0028028526905559126""},{""encoded_r2"":""0.9861016190662045"",""encoded_r2_stable_or_near_floor"":""0.9871955008349098"",""encoded_r2_unstable"":""0.9858583352567986"",""layer_index"":""0"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0007988133105933937""},{""encoded_r2"":""0.973371442434201"",""encoded_r2_stable_or_near_floor"":""0.9716412914331166"",""encoded_r2_unstable"":""0.973509283159265"",""layer_index"":""1"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.00021768580126613202""},{""encoded_r2"":""0.42743822352360517"",""encoded_r2_stable_or_near_floor"":""0.4730404353855696"",""encoded_r2_unstable"":""0.4173308515152476"",""layer_index"":""2"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0010716343223189373""},{""encoded_r2"":""0.6121129301743216"",""encoded_r2_stable_or_near_floor"":""0.6326684087767134"",""encoded_r2_unstable"":""0.6068975588195407"",""layer_index"":""3"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.0018475200185203988""},{""encoded_r2"":""0.6920220915050297"",""encoded_r2_stable_or_near_floor"":""0.6531235719111029"",""encoded_r2_unstable"":""0.6965979533202282"",""layer_index"":""4"",""member_id"":""2864601_0.409"",""permuted_r2"":""-0.001589547530724822""}]",hidden_probe,supports,"{""control_field"":""permuted_r2"",""encoded_field"":""encoded_r2"",""kind"":""probe_vs_permutation"",""minimum_gain"":0.1,""stable_field"":""encoded_r2_stable_or_near_floor"",""unstable_field"":""encoded_r2_unstable""}","config.direction_rule:probe_vs_permutation;median_gains=overall:0.834675,stable:0.820415,unstable:0.834119;minimum_gain=0.1","native max(log Q, -2)","native max(log Q, -2)",probe_scores.csv:estimand,invariant_tilde_f,S01 varied-gradient interpretation panel,all with stable and unstable retained,observed-comparison,not_interventional,False,True,not_applicable_no_interval_selected,not_applicable,Bad curvature is strongly decodable throughout the top-three hidden representations.
