member_id,unit_id,effect,point,ci95_lower,ci95_upper,bootstrap_unit,replicates
2864601_0.437,2864601_0.437:u008,mean_replacement_rms,0.2731404224406655,0.2551666263164209,0.29025823829381586,equilibrium_files,1000
2864601_0.437,2864601_0.437:u009,shapley_mean_absolute,0.045418803659267724,0.03593390762303606,0.05611382226195419,equilibrium_files,1000
2864601_0.437,2864601_0.437:u009,mean_replacement_rms,0.12098390994491447,0.09148725243074625,0.14876949681595428,equilibrium_files,1000
2864601_0.371,2864601_0.371:u000,shapley_mean_absolute,0.0672590512126917,0.06192476710308401,0.07283519374413881,equilibrium_files,1000
2864601_0.371,2864601_0.371:u000,mean_replacement_rms,0.2128607497698886,0.1894686077099622,0.2375914283051814,equilibrium_files,1000
2864601_0.371,2864601_0.371:u001,shapley_mean_absolute,0.002805995032307692,0.0023771022157307014,0.0032437540821701988,equilibrium_files,1000
2864601_0.371,2864601_0.371:u001,mean_replacement_rms,0.009496765225128937,0.006524036531018047,0.012441993509519267,equilibrium_files,1000
2864601_0.371,2864601_0.371:u002,shapley_mean_absolute,0.009625096934847534,0.0086913886171591,0.010707999176572777,equilibrium_files,1000
2864601_0.371,2864601_0.371:u002,mean_replacement_rms,0.0471902190253087,0.041314984831467345,0.05343784532932332,equilibrium_files,1000
2864601_0.371,2864601_0.371:u003,shapley_mean_absolute,0.03553861061972566,0.03323406417600054,0.037941210239659996,equilibrium_files,1000
2864601_0.371,2864601_0.371:u003,mean_replacement_rms,0.07511909106589854,0.06507284758225436,0.08574828177418775,equilibrium_files,1000
2864601_0.371,2864601_0.371:u004,shapley_mean_absolute,0.19944169771671294,0.18479304712582378,0.21603656791332176,equilibrium_files,1000
2864601_0.371,2864601_0.371:u004,mean_replacement_rms,0.28279175221575353,0.250127503949312,0.31569097865739476,equilibrium_files,1000
2864601_0.371,2864601_0.371:u005,shapley_mean_absolute,0.021583470540121198,0.020180491637243538,0.02312679755076533,equilibrium_files,1000
2864601_0.371,2864601_0.371:u005,mean_replacement_rms,0.06728271432610967,0.05834096530656305,0.07694540708696747,equilibrium_files,1000
2864601_0.371,2864601_0.371:u006,shapley_mean_absolute,2.3283064365386963e-13,0.0,6.984919309616089e-13,equilibrium_files,1000
2864601_0.371,2864601_0.371:u006,mean_replacement_rms,0.0,0.0,0.0,equilibrium_files,1000
2864601_0.371,2864601_0.371:u007,shapley_mean_absolute,6.984919309616089e-13,0.0,1.862645149230957e-12,equilibrium_files,1000
2864601_0.371,2864601_0.371:u007,mean_replacement_rms,0.0,0.0,0.0,equilibrium_files,1000
2864601_0.371,2864601_0.371:u008,shapley_mean_absolute,0.0019013052890077234,0.0015635422351013403,0.002276232596242334,equilibrium_files,1000
2864601_0.371,2864601_0.371:u008,mean_replacement_rms,0.009093161046024836,0.004707257776876767,0.013376415213079284,equilibrium_files,1000
2864601_0.371,2864601_0.371:u009,shapley_mean_absolute,0.010524399033398368,0.008668481881046318,0.012609320273049526,equilibrium_files,1000
2864601_0.371,2864601_0.371:u009,mean_replacement_rms,0.09313016103977927,0.058352627211160434,0.1253912454198378,equilibrium_files,1000
2864601_0.371,2864601_0.371:u010,shapley_mean_absolute,0.01110164277011063,0.008842405201980728,0.01361785089644254,equilibrium_files,1000
2864601_0.371,2864601_0.371:u010,mean_replacement_rms,0.06987126916349211,0.048756310120344565,0.08802964083425753,equilibrium_files,1000
2864601_0.371,2864601_0.371:u011,shapley_mean_absolute,0.023866607431089506,0.022071437781385612,0.02568158757003548,equilibrium_files,1000
2864601_0.371,2864601_0.371:u011,mean_replacement_rms,0.0802420855519502,0.06823109575204414,0.09359293697799097,equilibrium_files,1000
2864601_0.371,2864601_0.371:u012,shapley_mean_absolute,0.0022850598917575553,0.0019391662492387696,0.0026630187816073883,equilibrium_files,1000
2864601_0.371,2864601_0.371:u012,mean_replacement_rms,0.014839412330792475,0.009921686402432192,0.019915701042716935,equilibrium_files,1000
2864601_0.371,2864601_0.371:u013,shapley_mean_absolute,0.010788032092503272,0.008440598216463696,0.013354360946075757,equilibrium_files,1000
2864601_0.371,2864601_0.371:u013,mean_replacement_rms,0.11146388943825679,0.07953796323606459,0.14098267975743564,equilibrium_files,1000
2864601_0.371,2864601_0.371:u014,shapley_mean_absolute,0.04249473448377103,0.0393830772439891,0.04590910617568589,equilibrium_files,1000
2864601_0.371,2864601_0.371:u014,mean_replacement_rms,0.06256161599971981,0.0546622837208141,0.07013605347435989,equilibrium_files,1000
2864601_0.371,2864601_0.371:u015,shapley_mean_absolute,0.09937077105406206,0.09115870209771965,0.10777485259274253,equilibrium_files,1000
2864601_0.371,2864601_0.371:u015,mean_replacement_rms,0.34580143006219816,0.3110538142023125,0.3779928041934123,equilibrium_files,1000
2864601_0.371,2864601_0.371:u016,shapley_mean_absolute,0.00615463945560623,0.004996396105259191,0.007489296540900249,equilibrium_files,1000
2864601_0.371,2864601_0.371:u016,mean_replacement_rms,0.04241186719462403,0.028848534849835614,0.0559459397842189,equilibrium_files,1000
2864601_0.371,2864601_0.371:u017,shapley_mean_absolute,0.4628562823567772,0.43897018058918763,0.48667221409596384,equilibrium_files,1000
2864601_0.371,2864601_0.371:u017,mean_replacement_rms,0.6365244671852992,0.5788076366685112,0.692456625828281,equilibrium_files,1000
2864601_0.371,2864601_0.371:u018,shapley_mean_absolute,0.012307873335201292,0.011309742772913887,0.013287958884975524,equilibrium_files,1000
2864601_0.371,2864601_0.371:u018,mean_replacement_rms,0.05134478746302731,0.04619943495551413,0.057174984132331824,equilibrium_files,1000
2864601_0.371,2864601_0.371:u019,shapley_mean_absolute,0.1407468033817131,0.13452156907620955,0.14716957852203633,equilibrium_files,1000
2864601_0.371,2864601_0.371:u019,mean_replacement_rms,0.16310346032362213,0.15322403801298617,0.17329639980955375,equilibrium_files,1000
2864601_0.371,2864601_0.371:u020,shapley_mean_absolute,0.021510740135796368,0.01940245063358161,0.023769700573012233,equilibrium_files,1000
2864601_0.371,2864601_0.371:u020,mean_replacement_rms,0.11900625449192404,0.0992757252307759,0.13938139781881767,equilibrium_files,1000
2864601_0.371,2864601_0.371:u021,shapley_mean_absolute,0.010809966596774757,0.009941407455754234,0.011700332709628856,equilibrium_files,1000
2864601_0.371,2864601_0.371:u021,mean_replacement_rms,0.039064764776326796,0.035339061117516675,0.042540098871510876,equilibrium_files,1000
2864601_0.371,2864601_0.371:u022,shapley_mean_absolute,4.656612873077393e-13,0.0,1.3969838619232178e-12,equilibrium_files,1000
2864601_0.371,2864601_0.371:u022,mean_replacement_rms,0.0,0.0,0.0,equilibrium_files,1000
2864601_0.409,2864601_0.409:u000,shapley_mean_absolute,0.0107919968937058,0.009621236166504241,0.012011309141130187,equilibrium_files,1000
2864601_0.409,2864601_0.409:u000,mean_replacement_rms,0.05260563466454099,0.042919859716307185,0.06133471642885767,equilibrium_files,1000
2864601_0.409,2864601_0.409:u001,shapley_mean_absolute,0.008618135343858739,0.0077615215896221345,0.009580273697903612,equilibrium_files,1000
2864601_0.409,2864601_0.409:u001,mean_replacement_rms,0.05573743731236859,0.03046562070271438,0.07895913145867095,equilibrium_files,1000
2864601_0.409,2864601_0.409:u002,shapley_mean_absolute,0.02686393179159495,0.024084741266606577,0.030052527029085466,equilibrium_files,1000
2864601_0.409,2864601_0.409:u002,mean_replacement_rms,0.09294829518365366,0.07233482329264308,0.11355221541705651,equilibrium_files,1000
2864601_0.409,2864601_0.409:u003,shapley_mean_absolute,0.04110443176442641,0.03737321720939217,0.04468910772698946,equilibrium_files,1000
2864601_0.409,2864601_0.409:u003,mean_replacement_rms,0.19642047627455447,0.17809568545820362,0.21303642631810954,equilibrium_files,1000
2864601_0.409,2864601_0.409:u004,shapley_mean_absolute,0.028658560150826816,0.02684747172405914,0.03045081430643622,equilibrium_files,1000
2864601_0.409,2864601_0.409:u004,mean_replacement_rms,0.06929289187352712,0.0627069002585526,0.0756985008762652,equilibrium_files,1000
2864601_0.409,2864601_0.409:u005,shapley_mean_absolute,0.057869743665854914,0.053782457441702715,0.06212561559731984,equilibrium_files,1000
2864601_0.409,2864601_0.409:u005,mean_replacement_rms,0.17810996182698566,0.15234703875805153,0.2024734656885317,equilibrium_files,1000
2864601_0.409,2864601_0.409:u006,shapley_mean_absolute,0.029983185900287937,0.027646616990557957,0.03222903050851455,equilibrium_files,1000
2864601_0.409,2864601_0.409:u006,mean_replacement_rms,0.139626530522704,0.12102691265369576,0.15919368183993324,equilibrium_files,1000
2864601_0.409,2864601_0.409:u007,shapley_mean_absolute,0.07644204675062792,0.07144889888995094,0.08239855189364897,equilibrium_files,1000
2864601_0.409,2864601_0.409:u007,mean_replacement_rms,0.11703145451220529,0.10473422559426433,0.1296270662329853,equilibrium_files,1000
2864601_0.409,2864601_0.409:u008,shapley_mean_absolute,0.021234098980727138,0.01955784744249686,0.023005789263032785,equilibrium_files,1000
2864601_0.409,2864601_0.409:u008,mean_replacement_rms,0.07996715268192708,0.07193668113433635,0.08850076321234972,equilibrium_files,1000
2864601_0.409,2864601_0.409:u009,shapley_mean_absolute,0.026276275477954185,0.024658835330323925,0.02788499250642999,equilibrium_files,1000
2864601_0.409,2864601_0.409:u009,mean_replacement_rms,0.0805961852696079,0.07035410773003047,0.09123170181448279,equilibrium_files,1000
2864601_0.409,2864601_0.409:u010,shapley_mean_absolute,0.03722863640019204,0.031149888009249116,0.044118513283212084,equilibrium_files,1000
2864601_0.409,2864601_0.409:u010,mean_replacement_rms,0.11207104988429367,0.08411289532236109,0.13733994253136786,equilibrium_files,1000
2864601_0.409,2864601_0.409:u011,shapley_mean_absolute,0.022616905636677984,0.021106470267703115,0.024089608122555367,equilibrium_files,1000
2864601_0.409,2864601_0.409:u011,mean_replacement_rms,0.07491130880337908,0.06799428553066166,0.08160482597726225,equilibrium_files,1000
2864601_0.409,2864601_0.409:u012,shapley_mean_absolute,0.012533024213975296,0.01090222731998074,0.014300737581422435,equilibrium_files,1000
2864601_0.409,2864601_0.409:u012,mean_replacement_rms,0.03730607121434635,0.029115974942339164,0.04507780020458866,equilibrium_files,1000
2864601_0.409,2864601_0.409:u013,shapley_mean_absolute,0.013490213417157065,0.012319471937889466,0.014744121046952205,equilibrium_files,1000
2864601_0.409,2864601_0.409:u013,mean_replacement_rms,0.04913490413588381,0.036895530168241306,0.06023088256110012,equilibrium_files,1000
2864601_0.409,2864601_0.409:u014,shapley_mean_absolute,0.2094241090870928,0.19749150616297848,0.2213118031221733,equilibrium_files,1000
2864601_0.409,2864601_0.409:u014,mean_replacement_rms,0.324004580198701,0.2989031172803163,0.3489812197537212,equilibrium_files,1000
2864601_0.409,2864601_0.409:u015,shapley_mean_absolute,0.022979164984892123,0.018276697820387197,0.028003707330400356,equilibrium_files,1000
2864601_0.409,2864601_0.409:u015,mean_replacement_rms,0.08247721174123956,0.05909571483266615,0.10382908642599815,equilibrium_files,1000
2864601_0.409,2864601_0.409:u016,shapley_mean_absolute,0.060460902183433064,0.05721905473864317,0.06386274278469938,equilibrium_files,1000
2864601_0.409,2864601_0.409:u016,mean_replacement_rms,0.09821610309735138,0.08787237039786351,0.1089769404497218,equilibrium_files,1000
2864601_0.409,2864601_0.409:u017,shapley_mean_absolute,0.11649425522971432,0.10577013635150798,0.12781665336748702,equilibrium_files,1000
2864601_0.409,2864601_0.409:u017,mean_replacement_rms,0.21624536164199507,0.19276861844139628,0.23927111144912439,equilibrium_files,1000
2864601_0.409,2864601_0.409:u018,shapley_mean_absolute,0.01978507018482196,0.018230306064533214,0.021411425049350508,equilibrium_files,1000
2864601_0.409,2864601_0.409:u018,mean_replacement_rms,0.08198904805350433,0.07125781155313445,0.09353582176041172,equilibrium_files,1000
2864601_0.409,2864601_0.409:u019,shapley_mean_absolute,0.026251538088312373,0.024263641683098833,0.028158893924208676,equilibrium_files,1000
2864601_0.409,2864601_0.409:u019,mean_replacement_rms,0.07011623070745297,0.06271684798432893,0.07730214079634143,equilibrium_files,1000
2864601_0.409,2864601_0.409:u020,shapley_mean_absolute,3.4866388887166976e-11,1.909211277961731e-11,5.454348865896464e-11,equilibrium_files,1000
2864601_0.409,2864601_0.409:u020,mean_replacement_rms,0.0,0.0,0.0,equilibrium_files,1000
2864601_0.409,2864601_0.409:u021,shapley_mean_absolute,0.16312837585760281,0.15543769744544988,0.17133770974017098,equilibrium_files,1000
2864601_0.409,2864601_0.409:u021,mean_replacement_rms,0.31014991758982485,0.24762958536925825,0.3793088413545141,equilibrium_files,1000
2864601_0.409,2864601_0.409:u022,shapley_mean_absolute,0.05701084890193306,0.05214966700573277,0.06224044739925593,equilibrium_files,1000
2864601_0.409,2864601_0.409:u022,mean_replacement_rms,0.09317278984664035,0.07554877223770716,0.10965289371559839,equilibrium_files,1000
2864601_0.409,2864601_0.409:u023,shapley_mean_absolute,0.017060738216445315,0.015636844981676404,0.01851896867307587,equilibrium_files,1000
2864601_0.409,2864601_0.409:u023,mean_replacement_rms,0.05564392682607161,0.049807608272317845,0.062383882087928694,equilibrium_files,1000
2864601_0.409,2864601_0.409:u024,shapley_mean_absolute,0.016495766169973648,0.014970324818060907,0.01807799358128541,equilibrium_files,1000
2864601_0.409,2864601_0.409:u024,mean_replacement_rms,0.07804035968141007,0.07104940698409351,0.08505674611376994,equilibrium_files,1000
2864601_0.409,2864601_0.409:u025,shapley_mean_absolute,0.03472567358094966,0.0328876038135335,0.03657294276222092,equilibrium_files,1000
2864601_0.409,2864601_0.409:u025,mean_replacement_rms,0.07059845740568425,0.06432342400291645,0.07766717832804224,equilibrium_files,1000
2864601_0.409,2864601_0.409:u026,shapley_mean_absolute,0.02677494350777124,0.024785099329775403,0.02868997994962192,equilibrium_files,1000
2864601_0.409,2864601_0.409:u026,mean_replacement_rms,0.08998209237335986,0.08102482087815216,0.09942103969128205,equilibrium_files,1000
2864601_0.409,2864601_0.409:u027,shapley_mean_absolute,0.123112864308001,0.11581992127429402,0.13095864514857822,equilibrium_files,1000
2864601_0.409,2864601_0.409:u027,mean_replacement_rms,0.2268762066463594,0.2013721243003681,0.25530010278346005,equilibrium_files,1000
2864601_0.409,2864601_0.409:u028,shapley_mean_absolute,0.02826619269233197,0.026346615040686448,0.030271697039737044,equilibrium_files,1000
2864601_0.409,2864601_0.409:u028,mean_replacement_rms,0.11250066367565718,0.09574800357343813,0.12846193637244183,equilibrium_files,1000
2864601_0.409,2864601_0.409:u029,shapley_mean_absolute,0.01873324308448355,0.017393098491280398,0.020057275467364525,equilibrium_files,1000
2864601_0.409,2864601_0.409:u029,mean_replacement_rms,0.06767298596766208,0.06209326029011079,0.0731416383731448,equilibrium_files,1000
2864601_0.409,2864601_0.409:u030,shapley_mean_absolute,0.014185227381851292,0.012810463266169244,0.015692499282460633,equilibrium_files,1000
2864601_0.409,2864601_0.409:u030,mean_replacement_rms,0.044431674930569924,0.039068751099231185,0.049757924218928724,equilibrium_files,1000
2864601_0.386,2864601_0.386:u000,shapley_mean_absolute,0.009284368226450169,0.00867513348992361,0.00991591235935557,equilibrium_files,1000
2864601_0.386,2864601_0.386:u000,mean_replacement_rms,0.038349588807849506,0.034232446527927105,0.042129889400440226,equilibrium_files,1000
2864601_0.386,2864601_0.386:u001,shapley_mean_absolute,0.2465183876658557,0.23531353589237552,0.2583833841160755,equilibrium_files,1000
2864601_0.386,2864601_0.386:u001,mean_replacement_rms,0.32466397735357305,0.28747856668855004,0.3712253028546512,equilibrium_files,1000
2864601_0.386,2864601_0.386:u002,shapley_mean_absolute,0.014674409820814617,0.01356849454633484,0.015805793605062356,equilibrium_files,1000
2864601_0.386,2864601_0.386:u002,mean_replacement_rms,0.06500553260901379,0.05570225358492167,0.07473430661100121,equilibrium_files,1000
2864601_0.386,2864601_0.386:u003,shapley_mean_absolute,0.03802364751862478,0.03512442057019435,0.041208027523304915,equilibrium_files,1000
2864601_0.386,2864601_0.386:u003,mean_replacement_rms,0.05026729873809182,0.03899760652141644,0.06245106375165383,equilibrium_files,1000
2864601_0.386,2864601_0.386:u004,shapley_mean_absolute,0.01897055193700362,0.014803751145416755,0.024151337516578494,equilibrium_files,1000
2864601_0.386,2864601_0.386:u004,mean_replacement_rms,0.05504016120083761,0.03548393489516047,0.07306299542829048,equilibrium_files,1000
2864601_0.386,2864601_0.386:u005,shapley_mean_absolute,0.17079034373443575,0.15585995240880876,0.18617879278748295,equilibrium_files,1000
2864601_0.386,2864601_0.386:u005,mean_replacement_rms,0.26277761459743904,0.23105051794163214,0.29394224753835935,equilibrium_files,1000
2864601_0.386,2864601_0.386:u006,shapley_mean_absolute,0.05075908840511693,0.0458398910337608,0.05576807812208281,equilibrium_files,1000
2864601_0.386,2864601_0.386:u006,mean_replacement_rms,0.20399067397643408,0.17355530055428403,0.231831888938979,equilibrium_files,1000
2864601_0.386,2864601_0.386:u007,shapley_mean_absolute,0.05149096946307691,0.047146419773461824,0.055597449984512055,equilibrium_files,1000
2864601_0.386,2864601_0.386:u007,mean_replacement_rms,0.1673980528470838,0.15136617206553954,0.18281417772678335,equilibrium_files,1000
2864601_0.386,2864601_0.386:u008,shapley_mean_absolute,0.022494061860168585,0.020695129217802605,0.02449298901773873,equilibrium_files,1000
2864601_0.386,2864601_0.386:u008,mean_replacement_rms,0.07892708527053317,0.05872270964343289,0.10031573600282273,equilibrium_files,1000
2864601_0.386,2864601_0.386:u009,shapley_mean_absolute,0.06400906016639783,0.05798989049098382,0.07005199576296728,equilibrium_files,1000
2864601_0.386,2864601_0.386:u009,mean_replacement_rms,0.26357173509154275,0.22328440135809594,0.30130964518203873,equilibrium_files,1000
2864601_0.386,2864601_0.386:u010,shapley_mean_absolute,0.17524384481221206,0.16801599492980604,0.18297375742164584,equilibrium_files,1000
2864601_0.386,2864601_0.386:u010,mean_replacement_rms,0.1819493242360914,0.1705231996380612,0.19329818952046796,equilibrium_files,1000
2864601_0.386,2864601_0.386:u011,shapley_mean_absolute,0.025772347748512402,0.022846543249950627,0.029234621041908392,equilibrium_files,1000
2864601_0.386,2864601_0.386:u011,mean_replacement_rms,0.06953164873827558,0.04965231598583893,0.08772455390872744,equilibrium_files,1000
2864601_0.386,2864601_0.386:u012,shapley_mean_absolute,0.019337606582674197,0.0177933765277543,0.021077781230684194,equilibrium_files,1000
2864601_0.386,2864601_0.386:u012,mean_replacement_rms,0.08960131768556677,0.06596154005350012,0.11472468917656185,equilibrium_files,1000
2864601_0.386,2864601_0.386:u013,shapley_mean_absolute,0.020297848936665103,0.01886638568686394,0.02173989618974447,equilibrium_files,1000
2864601_0.386,2864601_0.386:u013,mean_replacement_rms,0.07803462315158406,0.06706064127126081,0.09033633349318743,equilibrium_files,1000
2864601_0.386,2864601_0.386:u014,shapley_mean_absolute,0.009703237811801955,0.008823065771593246,0.010687754515254345,equilibrium_files,1000
2864601_0.386,2864601_0.386:u014,mean_replacement_rms,0.02962812349936951,0.02384828185575011,0.0363451747749765,equilibrium_files,1000
2864601_0.386,2864601_0.386:u015,shapley_mean_absolute,0.021515802112553502,0.019924135594179826,0.023286161742463445,equilibrium_files,1000
2864601_0.386,2864601_0.386:u015,mean_replacement_rms,0.05530024880333382,0.0454584857558372,0.0669785081843501,equilibrium_files,1000
2864601_0.386,2864601_0.386:u016,shapley_mean_absolute,0.012978704310837202,0.01161460605708562,0.014344618375269782,equilibrium_files,1000
2864601_0.386,2864601_0.386:u016,mean_replacement_rms,0.06883533791422458,0.056920395901443516,0.08001649300630403,equilibrium_files,1000
2864601_0.386,2864601_0.386:u017,shapley_mean_absolute,2.9569491744041443e-11,1.7229467630386352e-11,4.41257725469768e-11,equilibrium_files,1000
2864601_0.386,2864601_0.386:u017,mean_replacement_rms,0.0,0.0,0.0,equilibrium_files,1000
2864601_0.386,2864601_0.386:u018,shapley_mean_absolute,0.02784231525787618,0.02515762094044476,0.031005401756387437,equilibrium_files,1000
2864601_0.386,2864601_0.386:u018,mean_replacement_rms,0.0887447347650894,0.06669774396774077,0.11214056674608594,equilibrium_files,1000
2864601_0.386,2864601_0.386:u019,shapley_mean_absolute,0.008948600201518275,0.008235678020626074,0.009694254314051794,equilibrium_files,1000
2864601_0.386,2864601_0.386:u019,mean_replacement_rms,0.037504575576012236,0.03151096848479508,0.04338770384122964,equilibrium_files,1000
2864601_0.386,2864601_0.386:u020,shapley_mean_absolute,0.007115331720880931,0.006251948500837171,0.00813952725910931,equilibrium_files,1000
2864601_0.386,2864601_0.386:u020,mean_replacement_rms,0.027883824007199874,0.021058979170175504,0.03472899962774406,equilibrium_files,1000
2864601_0.386,2864601_0.386:u021,shapley_mean_absolute,0.03446254433284048,0.03184463412252953,0.03721853100472363,equilibrium_files,1000
2864601_0.386,2864601_0.386:u021,mean_replacement_rms,0.1036539940546482,0.09283885006823075,0.11435617980170305,equilibrium_files,1000
2864601_0.386,2864601_0.386:u022,shapley_mean_absolute,0.0005594374126812909,0.0003984809408073488,0.0007500556975333894,equilibrium_files,1000
2864601_0.386,2864601_0.386:u022,mean_replacement_rms,0.0024805817756242015,0.0006949735370728791,0.0038776093020673964,equilibrium_files,1000
2864601_0.386,2864601_0.386:u023,shapley_mean_absolute,0.005948196669400204,0.004866662359588372,0.007274699632865668,equilibrium_files,1000
2864601_0.386,2864601_0.386:u023,mean_replacement_rms,0.04524369567604577,0.02328666690806642,0.0636450336448696,equilibrium_files,1000
2864601_0.386,2864601_0.386:u024,shapley_mean_absolute,0.10913823796063661,0.10415346324309357,0.11406085320831044,equilibrium_files,1000
2864601_0.386,2864601_0.386:u024,mean_replacement_rms,0.14934734759209511,0.14006220199193475,0.1591153843401669,equilibrium_files,1000
2864601_0.386,2864601_0.386:u025,shapley_mean_absolute,0.01632985338594881,0.01527907405411097,0.017451262670144935,equilibrium_files,1000
2864601_0.386,2864601_0.386:u025,mean_replacement_rms,0.06269468057438897,0.0548434890127769,0.0706243503924551,equilibrium_files,1000
2864601_0.386,2864601_0.386:u026,shapley_mean_absolute,0.02122574360005092,0.019604971251261306,0.023042358833288017,equilibrium_files,1000
2864601_0.386,2864601_0.386:u026,mean_replacement_rms,0.050497248412640965,0.04265016277842884,0.05911298664994556,equilibrium_files,1000
2864601_0.386,2864601_0.386:u027,shapley_mean_absolute,0.1429627947807312,0.13529046881026005,0.15134680177938425,equilibrium_files,1000
2864601_0.386,2864601_0.386:u027,mean_replacement_rms,0.21084225203104726,0.1950068516761406,0.22507649366851423,equilibrium_files,1000
2864601_0.386,2864601_0.386:u028,shapley_mean_absolute,0.022280511292890878,0.020532384135857864,0.024149437555964687,equilibrium_files,1000
2864601_0.386,2864601_0.386:u028,mean_replacement_rms,0.06932351477158426,0.059700757258448665,0.0795952958919993,equilibrium_files,1000
2864601_0.386,2864601_0.386:u029,shapley_mean_absolute,0.010481684713828144,0.009554373392900016,0.011520812739377289,equilibrium_files,1000
2864601_0.386,2864601_0.386:u029,mean_replacement_rms,0.042947499916088705,0.036188797208292836,0.05041169924041545,equilibrium_files,1000
2864601_0.386,2864601_0.386:u030,shapley_mean_absolute,0.010336695410078391,0.008420542599794134,0.012727579803446134,equilibrium_files,1000
2864601_0.386,2864601_0.386:u030,mean_replacement_rms,0.05945699371153885,0.03914948109895972,0.08051382703531956,equilibrium_files,1000
2864601_0.355,2864601_0.355:u000,shapley_mean_absolute,0.02970286647795001,0.027172342921885136,0.03267835846773523,equilibrium_files,1000
2864601_0.355,2864601_0.355:u000,mean_replacement_rms,0.08966568303198835,0.07955935017643495,0.09907631107483242,equilibrium_files,1000
2864601_0.355,2864601_0.355:u001,shapley_mean_absolute,0.010924571388459299,0.010070089879630541,0.011833770878303038,equilibrium_files,1000
2864601_0.355,2864601_0.355:u001,mean_replacement_rms,0.04102033598825422,0.034516693965200074,0.047595745738576584,equilibrium_files,1000
2864601_0.355,2864601_0.355:u002,shapley_mean_absolute,0.01677847025412484,0.015740764325129566,0.01789501334004162,equilibrium_files,1000
2864601_0.355,2864601_0.355:u002,mean_replacement_rms,0.04135005017992059,0.03661369340797096,0.047566752175798734,equilibrium_files,1000
2864601_0.355,2864601_0.355:u003,shapley_mean_absolute,0.05963379687268753,0.05514296038643224,0.06418685086175684,equilibrium_files,1000
2864601_0.355,2864601_0.355:u003,mean_replacement_rms,0.17639371705897408,0.15832953334240132,0.19197907043774995,equilibrium_files,1000
2864601_0.355,2864601_0.355:u004,shapley_mean_absolute,0.0289439542562468,0.026847935022361345,0.030927888626398635,equilibrium_files,1000
2864601_0.355,2864601_0.355:u004,mean_replacement_rms,0.10284375712871517,0.08854959814588814,0.11781148545101275,equilibrium_files,1000
2864601_0.355,2864601_0.355:u005,shapley_mean_absolute,0.024019648365385365,0.02071745412347664,0.027509422811871628,equilibrium_files,1000
2864601_0.355,2864601_0.355:u005,mean_replacement_rms,0.151875686677126,0.12724671804606008,0.17883979405353354,equilibrium_files,1000
2864601_0.355,2864601_0.355:u006,shapley_mean_absolute,0.013714469671889674,0.012715482686950419,0.014826800723458291,equilibrium_files,1000
2864601_0.355,2864601_0.355:u006,mean_replacement_rms,0.05175652917785229,0.0467748015171822,0.056880083083103924,equilibrium_files,1000
2864601_0.355,2864601_0.355:u007,shapley_mean_absolute,0.1891497540231794,0.17798760951374426,0.20145643438624392,equilibrium_files,1000
2864601_0.355,2864601_0.355:u007,mean_replacement_rms,0.26998452345471036,0.24988276400640716,0.29095463317473896,equilibrium_files,1000
2864601_0.355,2864601_0.355:u008,shapley_mean_absolute,0.010139291977509856,0.009168203502194956,0.01128653181550326,equilibrium_files,1000
