target_kind,target_id,term_name,term_kind,x,y,signed_effect_native_units,estimand
member_output,2864601_0.437,a_over_LT,main_effect,8.467645168304443,,3.4660893113136177,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,-0.45778006315231323,,0.8459761835950758,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,-0.22008811682462692,,0.8514826141825709,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,-0.11980550736188889,,0.8711830331489994,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,-0.06511018052697182,,0.8217305392141132,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,-0.019159678369760513,,0.7677490999120617,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.01622213004156947,,0.748351304935273,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.06245490536093712,,0.738335107143318,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.10564186424016953,,0.7226509064053409,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.1388273984193802,,0.7054421846102198,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.16528575867414474,,0.6872514752031933,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.20057935267686844,,0.6662173505186932,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.23153618723154068,,0.6329890558792457,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.2785583734512329,,0.5960106440021107,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.3292854577302933,,0.5623910636384201,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.38840390741825104,,0.5059533640286504,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.45676763355731964,,0.44281394280232317,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.49654966592788696,,0.35539671182919613,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.5963999032974243,,0.292340845373218,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.6561970114707947,,0.17155575149865343,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.7184001505374908,,0.06378831492615405,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.805496335029602,,-0.06652036038683486,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,0.9045102596282959,,-0.1990747600699897,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.0199359059333801,,-0.32794526033475274,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.1334763169288635,,-0.5117934686356573,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.2668083310127258,,-0.6456271131600446,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.3939211964607239,,-0.8266101874296021,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.5864251255989075,,-0.9654715354291388,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,1.8844746947288513,,-1.1329451514776014,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,2.1286710500717163,,-1.3877412001944502,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,2.4023386240005493,,-1.7066444000867922,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,3.1051031351089478,,-2.0693353243354835,"native max(log Q, -2)"
member_output,2864601_0.437,a_over_Ln,main_effect,4.751394510269165,,-2.6560917409376916,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-3.1372791971964853,,-0.33913024569595124,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-1.713842963419904,,-0.21347154039801813,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-1.239035925619988,,-0.1813071841802728,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-0.9241619599183961,,-0.13876767729139095,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-0.6320958364916082,,-0.08370925717238598,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-0.31358797589899445,,-0.05122057892804515,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-0.14149194608289545,,-0.017586177104211866,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,-0.012740694314960572,,-0.0009143763727435736,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.0848988732243062,,0.014029516161003636,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.16610084800653785,,0.01115242589132801,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.2503924468625113,,0.014005650293265164,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.31471372324333946,,0.01141852263775939,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.36844858500678246,,0.009342377004584132,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.4174092761625019,,0.0065126695718080154,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.4658609989877608,,0.007406548097296587,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.5149254087337809,,0.009432407952140332,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.5700553200041469,,-0.0006378656741266604,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.602907078079554,,-0.005025003697302409,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.6599486250252856,,-0.009104661802473199,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.7311003974152812,,-0.00554499135473871,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.7967068772538184,,0.018949688482142728,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.8688247503273983,,0.032013697353479455,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,0.948952261537259,,0.04710757124703399,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.0351680252199196,,0.04615984960502848,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.1057418285295362,,0.047678313741596964,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.194304989817042,,0.04877498789395504,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.3297957512510112,,0.037307718505953345,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.4535490594271807,,0.05333497490155467,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.6531331997459353,,0.06526168294458734,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,1.9020767964854028,,0.10286926053371122,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,2.294791892109213,,0.14148589982828796,"native max(log Q, -2)"
member_output,2864601_0.437,log_f_Q,main_effect,2.931347453866759,,0.2218773215908896,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.22482376588165742,,-0.6396888011808367,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.36834354165616,,-0.5112725627875387,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.42861262315356774,,-0.41438250911719426,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.49388179907982765,,-0.3173825688019007,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.563733632957149,,-0.25884917555389036,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.63438202937865,,-0.18834136106039637,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.7135654582844959,,-0.12985058116605885,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.7707057312871084,,-0.07605329182868314,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.8141218176936164,,-0.04423463519287148,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.8541090091455557,,-0.006640738742869286,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.8911566779371366,,0.011335148174449139,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.9200264066099024,,0.02426653035992364,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.9524163559541904,,0.03323497053026722,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.975559061177456,,0.044539974738806956,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,0.9965410308341154,,0.058580097735079176,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.0182314794268241,,0.06814128514794035,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.037396763088498,,0.07319506705887859,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.0627687320344714,,0.09431664198768318,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.0781288585021191,,0.102809463306465,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.0986447402654456,,0.1197281677273502,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.1311975741627518,,0.12389671824118575,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.1549475487879404,,0.12450700122849692,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.184713431111009,,0.13131362264829985,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.2133495356502695,,0.1378760359393779,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.2458931811530742,,0.14492955281078318,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.2806858622785189,,0.16504940419235262,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.328652905452731,,0.153596741706933,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.380138244462375,,0.13535854328341435,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.4524246833481782,,0.12270055750978018,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.5530888120197042,,0.13481058865535997,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,1.715459614542501,,0.1671222301587299,"native max(log Q, -2)"
member_output,2864601_0.437,f_stab,main_effect,2.3549027514098744,,0.28213270624792797,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,-0.5277567385884786,,-0.337020558425567,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,-0.18442542351046268,,-0.2522112808783833,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,-0.057602778652505654,,-0.20575509185582522,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.008146500471370258,,-0.15897532811043852,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.06282052462238175,,-0.10846595009769519,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.08943585451559652,,-0.09146611060379865,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.11228066230182684,,-0.0536039758678095,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.12658252582883844,,-0.027982757571574778,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.13675800741887217,,-0.005454333337629756,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.1504694048623852,,0.014893740427318667,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.16482356531994913,,0.029019620129073945,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.17627255098303435,,0.03826274339131177,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.1915501566172924,,0.04648482367293188,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.20351389526141817,,0.058521441894382804,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.21606898863431379,,0.06769513616828807,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.22902898515738035,,0.07276766648154508,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.2391751561851091,,0.07943021382519294,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.2514205588199237,,0.08787945352518658,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.26416223277953044,,0.09555623484191784,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.2757308028624021,,0.10644733582262708,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.293127019469046,,0.09473484550319586,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.3068156491800449,,0.09376062339228496,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.3291982036882788,,0.0801510434601304,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.356844764649959,,0.06208449441068831,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.38018704219412924,,0.03761599488372747,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.4274491131350573,,0.01853548305968988,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.493794546309002,,0.0051449417926382884,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.5659831095227608,,-0.0015052252203570822,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.6527215220947906,,-0.025862188647204454,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.7270764642439417,,-0.04355940861591753,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,0.8606266955615611,,0.027815544211937666,"native max(log Q, -2)"
member_output,2864601_0.437,log_FSA_grad_x,main_effect,1.2175818574136108,,0.0728891163537703,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.0,,-0.19974615759396358,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.040043095928454654,,-0.1625136215868027,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.11637153586374345,,-0.12619075587214068,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.20184149018891462,,-0.09572187132322318,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.27625888580533053,,-0.06669222230428062,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.37772818002514164,,-0.05665216583538668,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.4376769524342149,,-0.06433684334923263,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.5120203653261879,,-0.055305286250594984,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.5765436094946987,,-0.047003485692766106,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.6247337831757989,,-0.051002219824263194,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.6765515944701086,,-0.051008005935902996,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.7340826184720184,,-0.0561572414350508,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.792270317941693,,-0.05330704345770606,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.8766376604703936,,-0.054581946350836075,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,0.9812264984681589,,-0.056260540640659135,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.0375658948203959,,-0.05418435630321207,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.1239995989276748,,-0.0555098129602503,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.209367276379852,,-0.052308063883645575,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.2994978605065142,,-0.05126357439086022,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.3937281352561286,,-0.0520131361802535,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.4974580572156206,,-0.018140622137800648,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.6541450196423055,,-0.004209891839726252,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,1.8395270826576673,,0.02536017376243456,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,2.0211606685317203,,0.03858327607083324,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,2.312416462104111,,0.050505894622356384,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,2.6753986027397696,,0.06959865888002374,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,3.230306248971198,,0.11318040284243691,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,3.8666002731277995,,0.14976851731067353,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,5.067713841143107,,0.22315467505616796,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,6.824399899444618,,0.264048578560782,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,9.980143448393118,,0.3243042534165597,"native max(log Q, -2)"
member_output,2864601_0.437,bad_curvature_compression,main_effect,31.662612284827745,,0.48273997197082874,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.0,,-0.23101792107262706,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.05522149116426257,,-0.16098443391307535,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.15818497170032206,,-0.1274731040494322,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.2958359615324661,,-0.09840394550403847,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.4767309188327896,,-0.07650312063235856,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.6264598543191415,,-0.06860035861787936,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.7622547112262752,,-0.057441637350656986,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.867126909634012,,-0.0601063473944092,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,0.9953895306012508,,-0.050489780625502294,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.0814018808873147,,-0.056586272995665834,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.1913536712234647,,-0.04698909310508656,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.319183039104659,,-0.042637428333764216,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.4164782776845888,,-0.04386727882829691,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.5309193847074678,,-0.04718312728380326,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.6452523782048454,,-0.05011525451433986,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.7142609892228498,,-0.049263959426851196,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,1.8635799793762935,,-0.05377450413036243,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,2.023535711938306,,-0.048475390695575674,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,2.2307553396892725,,-0.03428182626689515,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,2.3962872217239912,,-0.022113154811555263,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,2.6045413942489986,,-0.00558672015570006,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,2.829847601809911,,0.015987588922805857,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,3.2260454406382966,,0.015414340557019322,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,3.487969533884253,,0.03794949314775881,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,3.8191498353614888,,0.06338065440318463,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,4.298526882792114,,0.08965414338088606,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,5.015802791682851,,0.10528599645307887,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,5.837657706703807,,0.150082539682624,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,7.639949314411392,,0.19417863076596906,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,11.062144118935603,,0.27562814582343964,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,16.54279308935454,,0.3411512466906812,"native max(log Q, -2)"
member_output,2864601_0.437,paper_bad_curvature_feature_mean_square,main_effect,44.919345793114886,,0.473256096626482,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.009350968778259508,,-0.12143135026236467,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.07233486718905624,,-0.09081036161411556,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.08798888969370941,,-0.06742125738664162,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.10163026482526527,,-0.033716180144242686,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.11076486595266036,,-0.028861732509388536,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.12065368408426973,,-0.036672337025477564,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.12592411872659193,,-0.05016691500956771,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.1302139296652361,,-0.05994853794698264,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.13756822630966783,,-0.05546037742032485,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.14549016238500675,,-0.04022230695766202,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.1551818007398348,,-0.027278834985761793,"native max(log Q, -2)"
member_output,2864601_0.437,geodesic_curvature_abs_mean,main_effect,0.16292069995931047,,-0.025456252890668878,"native max(log Q, -2)"
